"NMF1"	"NMF2"	"NMF3"	"NMF4"	"NMF5"	"NMF6"	"NMF7"	"NMF8"	"NMF9"	"NMF10"	"NMF11"	"NMF12"	"NMF13"
"A2M_FORALL_106"	-0.016977101640989	0.779172272504679	-2.14994198180817	2.13136836607233	2.42150856232457	-1.54717794587521	-1.35922418919625	6.56727907987659	-0.670111405685471	-2.03738891357506	-2.03293661409985	2.28870290637823	-1.09089806880696
"A2M_FORALL_137"	-2.32918483199269	0.0832015727443559	-2.16315891544501	3.44086470051582	0.100749344624847	-1.54317049734467	0.571297819105778	3.86737777913252	-2.21893266601389	-1.10325793250287	2.0248138584134	1.2695515059924	-1.23456301116684
"AACS_FORALL_006"	0.440736727099867	4.23973691814995	-1.096754047388	-3.51080310754491	1.02567215245596	-0.791755599138799	2.21621627085279	-1.29294374896297	-2.1598354803049	-4.49498031380202	-0.964858232819898	5.86769306864617	1.05353657061404
"AACS_FORALL_009"	-0.591344627159296	5.34435747647883	0.55643170855282	-5.21603587286865	-0.596658784969045	-2.04388410747995	2.91417195837921	-0.891307410184034	-0.567703529022294	-2.53034430357592	-0.438248200822752	6.63016746097593	-0.693977601522809
"AACS_FORALL_043"	1.12218819944352	2.29468779599018	-1.31077626837854	-2.51350437024238	-0.546822502157096	0.0708883484876095	1.52995778253152	-0.967575629355018	-1.55225757743723	-4.22681029227678	-0.921313919530513	6.30617952306554	1.18992630819394
"AACS_FORALL_046"	2.22558160392756	2.20174043918708	-1.68671868753402	-2.24687741964831	-1.42585717503269	0.918736287863794	0.734833001213856	-0.250276362027696	-0.460081173525457	-5.1324287795527	-0.940821421859406	5.63018902996488	0.907121868921374
"AACS_FORALL_054"	-0.585496502932345	5.38065330431718	-2.68433950277328	-3.82833893223322	0.84484664992015	-0.191812974055345	2.93395465307652	-0.919080533170019	-0.409454934470319	-4.05788517003412	-2.07443774444065	5.33243825674999	1.14761040621746
"AACS_FORALL_064"	2.22558160392756	2.20174043918708	-1.68671868753402	-2.24687741964831	-1.42585717503269	0.918736287863794	0.734833001213856	-0.250276362027696	-0.460081173525457	-5.1324287795527	-0.940821421859406	5.63018902996488	0.907121868921374
"AACS_FORALL_096"	-0.177249140489956	2.31988777487248	-0.991931989752348	-2.72186667096971	1.44222453006509	-1.48278203902492	3.5030848748618	-2.03693023544971	-2.49820527991291	-3.97252330342724	-0.665947848731509	7.08398096018622	0.929715404308963
"AAK1_FORALL_008"	0.155927061260554	-18.0727594806079	2.14029457577293	2.26213748386874	-0.339128825995463	1.02948790515939	4.4605640738446	0.439649108855519	0.255291616078783	1.40919891867444	-1.72724095587074	1.17641863087944	-0.627870642430209
"AASDH_FORALL_003"	3.1479513063531	0.243322031625215	-0.465457235025214	2.73803755687611	-3.67765118964411	0.134474883741397	-6.4605748176452	1.92128460740643	3.20719412491658	-1.30236259147109	-1.96143794385707	-0.491955353581746	3.59639611243046
"AASDH_FORALL_124"	1.69146400622383	4.75852902769542	0.929079056315364	-1.13397167117584	-3.59014859163817	-0.203952726613823	-2.20105299058258	1.49000181223958	1.36072789577809	-2.60084503746771	-2.87778118215854	0.520840408956449	3.03109676380902
"AASDH_FORALL_153"	2.65418049972357	2.21346906021053	0.953977410383533	-1.28226499176717	-2.33795120192121	-0.136418113592756	-5.93367013649877	-0.623664190880984	2.10305124076899	-1.16257215760466	-1.1455212696731	0.592800950839478	5.19073579542731
"AASS_FORALL_053"	1.45476701261248	-2.03889880329117	-2.45334430646327	1.48028348530698	-2.4353670236125	3.51494737815235	-5.18688253829732	2.62872151263299	1.49056326740694	-0.0239819791343807	-1.27479728940825	-1.19906021433955	3.48177840931518
"AASS_FORALL_098"	-3.61453610976478	-2.62786428899673	-1.52931680544078	4.50786039612864	-3.90577538632747	5.94345653236948	-4.02343474312031	2.61114493411431	-0.891553455582831	-0.989621411490395	0.435871688408612	-0.301946427860221	2.449897364812
"AASS_FORALL_100"	1.15399089939356	-2.84591203622113	-1.6450146752884	1.99250487847896	-3.37577220576974	4.19812438108682	-4.41484689432614	3.09330978783708	1.19936470645582	1.41015869911576	-1.25871229114651	-1.64390017731933	1.10175953949511
"ABAT_FORALL_075"	1.16346581831927	0.562134510798127	-1.00238946205636	2.21131040109183	-0.704199715207382	2.62608327810681	-6.37215767316453	1.92919212246108	0.843814624371108	-3.02910179494868	0.4719001548813	-1.75909898562343	2.55440118910121
"ABAT_FORALL_077"	3.92515566006178	-1.30784392020701	0.482193410897601	-0.372825605418185	-1.16189231747795	2.39021241191769	-4.20378158852221	3.40445694642917	1.48265971762684	-3.01892868671571	-3.17767401873836	0.611915048534301	2.91231389359274
"ABAT_FORALL_084"	3.92515566006178	-1.30784392020701	0.482193410897601	-0.372825605418185	-1.16189231747795	2.39021241191769	-4.20378158852221	3.40445694642917	1.48265971762684	-3.01892868671571	-3.17767401873836	0.611915048534301	2.91231389359274
"ABAT_FORALL_136"	1.90990845630855	-2.30947451452367	-0.896529803968871	-0.0161395725930123	-2.17849495435848	4.09883342617532	-3.6178493912898	4.59860738250461	1.76885788037922	-1.95235062904039	-3.46027732423821	-0.566682687319079	4.34121226374369
"ABAT_FORALL_141"	0.561696178183576	-2.55967326192395	0.382991058191352	0.0332094898312547	-2.31675186311144	4.62502544404074	-2.00718978711318	5.28440224424108	0.63035704088395	-1.51866664456465	-3.84456782121488	-1.06874267518649	3.64867119125797
