"V1"	"V2"	"complex"	"location_V1"	"location_V2"
"36442"	"CHMP2A"	"CHMP1B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36443"	"CHMP4C"	"CHMP2A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36444"	"CHMP6"	"CHMP2A"	"ESCRT-III complex"	"Secretory"	"Cytosol"
"36445"	"CHMP4A"	"CHMP2A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36446"	"CHMP4B"	"CHMP2A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36447"	"CHMP2A"	"CHMP1A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36448"	"CHMP5"	"CHMP2A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36449"	"CHMP2B"	"CHMP2A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36450"	"CHMP3"	"CHMP2A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36451"	"CHMP4C"	"CHMP1B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36452"	"CHMP6"	"CHMP1B"	"ESCRT-III complex"	"Secretory"	"Cytosol"
"36453"	"CHMP4A"	"CHMP1B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36454"	"CHMP4B"	"CHMP1B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36455"	"CHMP1B"	"CHMP1A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36456"	"CHMP5"	"CHMP1B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36457"	"CHMP2B"	"CHMP1B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36458"	"CHMP3"	"CHMP1B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36459"	"CHMP6"	"CHMP4C"	"ESCRT-III complex"	"Secretory"	"Cytosol"
"36460"	"CHMP4C"	"CHMP4A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36461"	"CHMP4C"	"CHMP4B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36462"	"CHMP4C"	"CHMP1A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36463"	"CHMP5"	"CHMP4C"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36464"	"CHMP4C"	"CHMP2B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36465"	"CHMP4C"	"CHMP3"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36466"	"CHMP6"	"CHMP4A"	"ESCRT-III complex"	"Secretory"	"Cytosol"
"36467"	"CHMP6"	"CHMP4B"	"ESCRT-III complex"	"Secretory"	"Cytosol"
"36468"	"CHMP6"	"CHMP1A"	"ESCRT-III complex"	"Secretory"	"Cytosol"
"36469"	"CHMP6"	"CHMP5"	"ESCRT-III complex"	"Secretory"	"Cytosol"
"36470"	"CHMP6"	"CHMP2B"	"ESCRT-III complex"	"Secretory"	"Cytosol"
"36471"	"CHMP6"	"CHMP3"	"ESCRT-III complex"	"Secretory"	"Cytosol"
"36472"	"CHMP4B"	"CHMP4A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36473"	"CHMP4A"	"CHMP1A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36474"	"CHMP5"	"CHMP4A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36475"	"CHMP4A"	"CHMP2B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36476"	"CHMP4A"	"CHMP3"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36477"	"CHMP4B"	"CHMP1A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36478"	"CHMP5"	"CHMP4B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36479"	"CHMP4B"	"CHMP2B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36480"	"CHMP4B"	"CHMP3"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36481"	"CHMP5"	"CHMP1A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36482"	"CHMP2B"	"CHMP1A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36483"	"CHMP3"	"CHMP1A"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36484"	"CHMP5"	"CHMP2B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36485"	"CHMP5"	"CHMP3"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36486"	"CHMP3"	"CHMP2B"	"ESCRT-III complex"	"Cytosol"	"Cytosol"
"36487"	"VPS36"	"SNF8"	"ESCRT-II complex"	"Cytosol"	"Cytosol"
"36488"	"VPS36"	"VPS25"	"ESCRT-II complex"	"Cytosol"	"Cytosol"
"36489"	"VPS25"	"SNF8"	"ESCRT-II complex"	"Cytosol"	"Cytosol"
"36490"	"XRCC6"	"NBN"	"DNA double-strand break end-joining complex"	"Nuclear"	"Nuclear"
"36491"	"XRCC5"	"NBN"	"DNA double-strand break end-joining complex"	"Nuclear"	"Nuclear"
"36492"	"NBN"	"LIG4"	"DNA double-strand break end-joining complex"	"Nuclear"	NA
"36494"	"XRCC4"	"NBN"	"DNA double-strand break end-joining complex"	"Nuclear"	"Nuclear"
"36497"	"XRCC6"	"LIG4"	"DNA double-strand break end-joining complex"	"Nuclear"	NA
"36498"	"XRCC6"	"MRE11"	"DNA double-strand break end-joining complex"	"Nuclear"	"Nuclear"
"36499"	"XRCC6"	"XRCC4"	"DNA double-strand break end-joining complex"	"Nuclear"	"Nuclear"
"36500"	"XRCC6"	"RAD50"	"DNA double-strand break end-joining complex"	"Nuclear"	"Nuclear"
"36501"	"XRCC5"	"LIG4"	"DNA double-strand break end-joining complex"	"Nuclear"	NA
"36502"	"XRCC5"	"MRE11"	"DNA double-strand break end-joining complex"	"Nuclear"	"Nuclear"
"36503"	"XRCC5"	"XRCC4"	"DNA double-strand break end-joining complex"	"Nuclear"	"Nuclear"
"36504"	"XRCC5"	"RAD50"	"DNA double-strand break end-joining complex"	"Nuclear"	"Nuclear"
"36505"	"MRE11"	"LIG4"	"DNA double-strand break end-joining complex"	"Nuclear"	NA
"36507"	"RAD50"	"LIG4"	"DNA double-strand break end-joining complex"	"Nuclear"	NA
"36508"	"XRCC4"	"MRE11"	"DNA double-strand break end-joining complex"	"Nuclear"	"Nuclear"
"36510"	"XRCC4"	"RAD50"	"DNA double-strand break end-joining complex"	"Nuclear"	"Nuclear"
"36511"	"NECAB3"	"NCBP1"	"NCBP-NIP1 complex"	"Cytosol"	"Nuclear"
"36512"	"SUPT5H"	"HTATSF1"	"RNA pol II containing coactivator complex Tat-SF"	"Nuclear"	"Nuclear"
"36513"	"SUPT5H"	"NCL"	"RNA pol II containing coactivator complex Tat-SF"	"Nuclear"	"Nuclear"
"36514"	"SUPT5H"	"POLR2A"	"RNA pol II containing coactivator complex Tat-SF"	"Nuclear"	"Nuclear"
"36515"	"SUPT5H"	"CDK9"	"RNA pol II containing coactivator complex Tat-SF"	"Nuclear"	"Nuclear"
"36516"	"NCL"	"HTATSF1"	"RNA pol II containing coactivator complex Tat-SF"	"Nuclear"	"Nuclear"
"36517"	"POLR2A"	"HTATSF1"	"RNA pol II containing coactivator complex Tat-SF"	"Nuclear"	"Nuclear"
"36518"	"HTATSF1"	"CDK9"	"RNA pol II containing coactivator complex Tat-SF"	"Nuclear"	"Nuclear"
"36519"	"POLR2A"	"NCL"	"RNA pol II containing coactivator complex Tat-SF"	"Nuclear"	"Nuclear"
"36520"	"NCL"	"CDK9"	"RNA pol II containing coactivator complex Tat-SF"	"Nuclear"	"Nuclear"
"36521"	"POLR2A"	"CDK9"	"RNA pol II containing coactivator complex Tat-SF"	"Nuclear"	"Nuclear"
"36522"	"VPS37C"	"TSG101"	"ESCRT-I complex"	"Cytosol"	"Cytosol"
"36523"	"VPS37C"	"VPS28"	"ESCRT-I complex"	"Cytosol"	"Cytosol"
"36524"	"VPS28"	"TSG101"	"ESCRT-I complex"	"Cytosol"	"Cytosol"
"36525"	"XRCC6"	"PARP1"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36526"	"XRCC5"	"PARP1"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36527"	"PARP1"	"MRE11"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36528"	"TERF2"	"PARP1"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36529"	"RAD50"	"PARP1"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36530"	"TERF2IP"	"PARP1"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36533"	"XRCC6"	"TERF2"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36535"	"XRCC6"	"TERF2IP"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36537"	"XRCC5"	"TERF2"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36539"	"XRCC5"	"TERF2IP"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36540"	"TERF2"	"MRE11"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36542"	"TERF2IP"	"MRE11"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36543"	"TERF2"	"RAD50"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36544"	"TERF2IP"	"TERF2"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36545"	"TERF2IP"	"RAD50"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36546"	"GJB3"	"E2F6"	"E2F-6 complex"	"Secretory"	"Nuclear"
"36547"	"MAX"	"E2F6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36548"	"RING1"	"E2F6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36549"	"TFDP1"	"E2F6"	"E2F-6 complex"	"Cytosol"	"Nuclear"
"36550"	"MGA"	"E2F6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36551"	"YAF2"	"E2F6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36552"	"L3MBTL2"	"E2F6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36553"	"EHMT2"	"E2F6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36554"	"RNF2"	"E2F6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36555"	"PCGF6"	"E2F6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36556"	"EHMT1"	"E2F6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36557"	"MAX"	"GJB3"	"E2F-6 complex"	"Nuclear"	"Secretory"
"36558"	"RING1"	"GJB3"	"E2F-6 complex"	"Nuclear"	"Secretory"
"36559"	"TFDP1"	"GJB3"	"E2F-6 complex"	"Cytosol"	"Secretory"
"36560"	"MGA"	"GJB3"	"E2F-6 complex"	"Nuclear"	"Secretory"
"36561"	"YAF2"	"GJB3"	"E2F-6 complex"	"Nuclear"	"Secretory"
"36562"	"L3MBTL2"	"GJB3"	"E2F-6 complex"	"Nuclear"	"Secretory"
"36563"	"GJB3"	"EHMT2"	"E2F-6 complex"	"Secretory"	"Nuclear"
"36564"	"RNF2"	"GJB3"	"E2F-6 complex"	"Nuclear"	"Secretory"
"36565"	"PCGF6"	"GJB3"	"E2F-6 complex"	"Nuclear"	"Secretory"
"36566"	"GJB3"	"EHMT1"	"E2F-6 complex"	"Secretory"	"Nuclear"
"36567"	"RING1"	"MAX"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36568"	"TFDP1"	"MAX"	"E2F-6 complex"	"Cytosol"	"Nuclear"
"36569"	"MGA"	"MAX"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36570"	"YAF2"	"MAX"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36571"	"MAX"	"L3MBTL2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36572"	"MAX"	"EHMT2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36573"	"RNF2"	"MAX"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36574"	"PCGF6"	"MAX"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36575"	"MAX"	"EHMT1"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36576"	"TFDP1"	"RING1"	"E2F-6 complex"	"Cytosol"	"Nuclear"
"36577"	"RING1"	"MGA"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36578"	"YAF2"	"RING1"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36579"	"RING1"	"L3MBTL2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36580"	"RING1"	"EHMT2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36582"	"RING1"	"PCGF6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36583"	"RING1"	"EHMT1"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36584"	"TFDP1"	"MGA"	"E2F-6 complex"	"Cytosol"	"Nuclear"
"36585"	"YAF2"	"TFDP1"	"E2F-6 complex"	"Nuclear"	"Cytosol"
"36586"	"TFDP1"	"L3MBTL2"	"E2F-6 complex"	"Cytosol"	"Nuclear"
"36587"	"TFDP1"	"EHMT2"	"E2F-6 complex"	"Cytosol"	"Nuclear"
"36588"	"TFDP1"	"RNF2"	"E2F-6 complex"	"Cytosol"	"Nuclear"
"36589"	"TFDP1"	"PCGF6"	"E2F-6 complex"	"Cytosol"	"Nuclear"
"36590"	"TFDP1"	"EHMT1"	"E2F-6 complex"	"Cytosol"	"Nuclear"
"36591"	"YAF2"	"MGA"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36592"	"MGA"	"L3MBTL2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36593"	"MGA"	"EHMT2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36594"	"RNF2"	"MGA"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36595"	"PCGF6"	"MGA"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36596"	"MGA"	"EHMT1"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36597"	"YAF2"	"L3MBTL2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36598"	"YAF2"	"EHMT2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36599"	"YAF2"	"RNF2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36600"	"YAF2"	"PCGF6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36601"	"YAF2"	"EHMT1"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36602"	"L3MBTL2"	"EHMT2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36603"	"RNF2"	"L3MBTL2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36604"	"PCGF6"	"L3MBTL2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36605"	"L3MBTL2"	"EHMT1"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36606"	"RNF2"	"EHMT2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36607"	"PCGF6"	"EHMT2"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36609"	"RNF2"	"PCGF6"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36610"	"RNF2"	"EHMT1"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36611"	"PCGF6"	"EHMT1"	"E2F-6 complex"	"Nuclear"	"Nuclear"
"36613"	"TERF2"	"TERF1"	"Telomere-associated protein complex"	"Nuclear"	"Nuclear"
"36614"	"TERF1"	"ACD"	"Telomere-associated protein complex"	"Nuclear"	NA
"36615"	"TINF2"	"TERF1"	"Telomere-associated protein complex"	"Nuclear"	"Nuclear"
"36616"	"TERF1"	"POT1"	"Telomere-associated protein complex"	"Nuclear"	NA
"36617"	"TERF2IP"	"TERF1"	"Telomere-associated protein complex"	"Nuclear"	"Nuclear"
"36618"	"TERF2"	"ACD"	"Telomere-associated protein complex"	"Nuclear"	NA
"36619"	"TINF2"	"TERF2"	"Telomere-associated protein complex"	"Nuclear"	"Nuclear"
"36620"	"TERF2"	"POT1"	"Telomere-associated protein complex"	"Nuclear"	NA
"36622"	"TINF2"	"ACD"	"Telomere-associated protein complex"	"Nuclear"	NA
"36623"	"POT1"	"ACD"	"Telomere-associated protein complex"	NA	NA
"36624"	"TERF2IP"	"ACD"	"Telomere-associated protein complex"	"Nuclear"	NA
"36625"	"TINF2"	"POT1"	"Telomere-associated protein complex"	"Nuclear"	NA
"36626"	"TINF2"	"TERF2IP"	"Telomere-associated protein complex"	"Nuclear"	"Nuclear"
"36627"	"TERF2IP"	"POT1"	"Telomere-associated protein complex"	"Nuclear"	NA
"36634"	"RPN2"	"RPN1"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36635"	"RPN1"	"DDOST"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36636"	"STT3A"	"RPN1"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36637"	"RPN1"	"DAD1"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36638"	"RPN1"	"MAGT1"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36639"	"RPN2"	"DDOST"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36640"	"STT3A"	"RPN2"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36641"	"RPN2"	"DAD1"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36642"	"RPN2"	"MAGT1"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36643"	"STT3A"	"DDOST"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36644"	"DDOST"	"DAD1"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36645"	"MAGT1"	"DDOST"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36646"	"STT3A"	"DAD1"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36647"	"STT3A"	"MAGT1"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36648"	"MAGT1"	"DAD1"	"Oligosaccharyltransferase complex (Stt3A variant)"	"Secretory"	"Secretory"
"36652"	"TUSC3"	"RPN1"	"Oligosaccharyltransferase complex (Stt3B variant)"	"Secretory"	"Secretory"
"36653"	"STT3B"	"RPN1"	"Oligosaccharyltransferase complex (Stt3B variant)"	"Secretory"	"Secretory"
"36657"	"TUSC3"	"RPN2"	"Oligosaccharyltransferase complex (Stt3B variant)"	"Secretory"	"Secretory"
"36658"	"STT3B"	"RPN2"	"Oligosaccharyltransferase complex (Stt3B variant)"	"Secretory"	"Secretory"
"36661"	"TUSC3"	"DDOST"	"Oligosaccharyltransferase complex (Stt3B variant)"	"Secretory"	"Secretory"
"36662"	"STT3B"	"DDOST"	"Oligosaccharyltransferase complex (Stt3B variant)"	"Secretory"	"Secretory"
"36664"	"TUSC3"	"DAD1"	"Oligosaccharyltransferase complex (Stt3B variant)"	"Secretory"	"Secretory"
"36665"	"STT3B"	"DAD1"	"Oligosaccharyltransferase complex (Stt3B variant)"	"Secretory"	"Secretory"
"36667"	"TUSC3"	"STT3B"	"Oligosaccharyltransferase complex (Stt3B variant)"	"Secretory"	"Secretory"
"36668"	"TUSC3"	"MAGT1"	"Oligosaccharyltransferase complex (Stt3B variant)"	"Secretory"	"Secretory"
"36669"	"STT3B"	"MAGT1"	"Oligosaccharyltransferase complex (Stt3B variant)"	"Secretory"	"Secretory"
"36676"	"TNKS"	"TERF1"	"TRF1 telomere length regulation complex"	"Cytosol"	"Nuclear"
"36677"	"TNKS"	"TINF2"	"TRF1 telomere length regulation complex"	"Cytosol"	"Nuclear"
"36680"	"TERF1"	"RAD50"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36690"	"RAD50"	"ACD"	"Rap1 complex"	"Nuclear"	NA
"36691"	"TINF2"	"RAD50"	"Rap1 complex"	"Nuclear"	"Nuclear"
"36692"	"RAD50"	"POT1"	"Rap1 complex"	"Nuclear"	NA
"36702"	"TNKS"	"TERF2"	"TRF-Rap1 complex I, 2MD"	"Cytosol"	"Nuclear"
"36704"	"TNKS"	"POT1"	"TRF-Rap1 complex I, 2MD"	"Cytosol"	NA
"36705"	"TNKS"	"TERF2IP"	"TRF-Rap1 complex I, 2MD"	"Cytosol"	"Nuclear"
"36716"	"ARNT"	"AHR"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	"Nuclear"	"Cytosol"
"36717"	"RBX1"	"ARNT"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	"Cytosol"	"Nuclear"
"36718"	"TBL3"	"ARNT"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	"Nuclear"	"Nuclear"
"36719"	"CUL4B"	"ARNT"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	"Cytosol"	"Nuclear"
"36720"	"DDB1"	"ARNT"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	NA	"Nuclear"
"36721"	"RBX1"	"AHR"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	"Cytosol"	"Cytosol"
"36722"	"TBL3"	"AHR"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	"Nuclear"	"Cytosol"
"36723"	"CUL4B"	"AHR"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	"Cytosol"	"Cytosol"
"36724"	"DDB1"	"AHR"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	NA	"Cytosol"
"36725"	"TBL3"	"RBX1"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	"Nuclear"	"Cytosol"
"36728"	"TBL3"	"CUL4B"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	"Nuclear"	"Cytosol"
"36729"	"TBL3"	"DDB1"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"	"Nuclear"	NA
"36733"	"RBX1"	"DET1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"	"Cytosol"	NA
"36734"	"RBX1"	"COP1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"	"Cytosol"	"Nuclear"
"36736"	"DET1"	"CUL4A"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"	NA	"Cytosol"
"36737"	"CUL4A"	"COP1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"	"Cytosol"	"Nuclear"
"36738"	"DET1"	"DDB1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"	NA	NA
"36739"	"DDB1"	"COP1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"	NA	"Nuclear"
"36740"	"DET1"	"COP1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"	NA	"Nuclear"
"36743"	"RBX1"	"FBXW7"	"Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)"	"Cytosol"	"Nuclear"
"36745"	"SKP1"	"FBXW7"	"Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)"	"Cytosol"	"Nuclear"
"36746"	"FBXW7"	"CUL1"	"Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)"	"Nuclear"	"Cytosol"
"36747"	"WRN"	"TERF2"	"WRN-TRF2 complex"	"Nuclear"	"Nuclear"
"36748"	"TERF2"	"BLM"	"BLM-TRF2 complex"	"Nuclear"	"Nuclear"
"36750"	"TNKS2"	"TNKS"	"Tankyrin 1-tankyrin 2-TRF1 complex"	"Cytosol"	"Cytosol"
"36751"	"TNKS2"	"TERF1"	"Tankyrin 1-tankyrin 2-TRF1 complex"	"Cytosol"	"Nuclear"
"36756"	"TERF2"	"GTF2A1"	"TFIIA-TRF2 complex"	"Nuclear"	NA
"36757"	"TERF2"	"GTF2A2"	"TFIIA-TRF2 complex"	"Nuclear"	NA
"36758"	"SSB"	"HNRNPR"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36759"	"NPM1"	"HNRNPR"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36760"	"HSPA5"	"HNRNPR"	"H2AX complex, isolated from cells without IR exposure"	NA	"Nuclear"
"36762"	"HNRNPR"	"H2AX"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36763"	"HNRNPR"	"CALR"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36764"	"HNRNPR"	"CALM1"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36765"	"HNRNPR"	"CAL"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36766"	"HNRNPR"	"H4C1"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36767"	"SSRP1"	"HNRNPR"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36768"	"HNRNPR"	"H2BC26"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36769"	"HNRNPR"	"EIF3L"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36770"	"SUPT16H"	"HNRNPR"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36771"	"SSB"	"NPM1"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36772"	"SSB"	"HSPA5"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36773"	"SSB"	"PABPC1"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36774"	"SSB"	"H2AX"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36775"	"SSB"	"CALR"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36776"	"SSB"	"CALM1"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36777"	"SSB"	"CAL"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36778"	"SSB"	"H4C1"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36779"	"SSRP1"	"SSB"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36780"	"SSB"	"H2BC26"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36781"	"SSB"	"EIF3L"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36782"	"SUPT16H"	"SSB"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36783"	"NPM1"	"HSPA5"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36784"	"PABPC1"	"NPM1"	"H2AX complex, isolated from cells without IR exposure"	NA	"Nuclear"
"36785"	"NPM1"	"H2AX"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36786"	"NPM1"	"CALR"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	"Nuclear"
"36787"	"NPM1"	"CALM1"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
"36788"	"NPM1"	"CAL"	"H2AX complex, isolated from cells without IR exposure"	"Nuclear"	NA
