"X..Interactor.1.uniprot.id"	"Interactor.1.Ensembl.gene.id"	"Interactor.1.Entrez.Gene.id"	"Interactor.2.uniprot.id"	"Interactor.2.Ensembl.gene.id"	"Interactor.2.Entrez.Gene.id"	"Interaction.type"	"Interaction.context"	"Pubmed.references"	"gene_symbol1"	"gene_symbol2"
"38371"	"Q9UMX1"	"ENSEMBL:ENSG00000107882|ENSEMBL:ENST00000423559|ENSEMBL:ENST00000369899|ENSEMBL:ENST00000369902|ENSEMBL:ENSP00000358915|ENSEMBL:ENSP00000411597|ENSEMBL:ENSP00000358918"	"-"	"Q96J02"	"ENSEMBL:ENSP00000363998|ENSEMBL:ENST00000696974|ENSEMBL:ENST00000535650|ENSEMBL:ENST00000262650|ENSEMBL:ENST00000374864|ENSEMBL:ENST00000665346|ENSEMBL:ENSP00000445608|ENSEMBL:ENSP00000262650|ENSEMBL:ENSG00000078747|ENSEMBL:ENSP00000499786|ENSEMBL:ENSP00000513011"	"-"	"physical association"	"reactome:R-HSA-5610565"	"17115028|20818436"	"SUFU"	"ITCH"
"38373"	"Q9UKK6"	"ENSEMBL:ENST00000254998|ENSEMBL:ENSP00000254998|ENSEMBL:ENSG00000132661"	"-"	"Q9UBU9"	"ENSEMBL:ENSG00000162231|ENSEMBL:ENST00000531709|ENSEMBL:ENST00000532297|ENSEMBL:ENST00000294172|ENSEMBL:ENSP00000294172|ENSEMBL:ENSP00000453885|ENSEMBL:ENSP00000436679"	"-"	"physical association"	"reactome:R-HSA-8849140"	"11073998|11073998|18423201|12093754"	"NXT1"	"NXF1"
"38374"	"Q9UKK6"	"ENSEMBL:ENST00000254998|ENSEMBL:ENSP00000254998|ENSEMBL:ENSG00000132661"	"-"	"Q9GZY0"	"ENSEMBL:ENSG00000269437|ENSEMBL:ENSG00000269405|ENSEMBL:ENSP00000485586|ENSEMBL:ENSP00000474598|ENSEMBL:ENSP00000474659|ENSEMBL:ENSP00000472530|ENSEMBL:ENST00000602195|ENSEMBL:ENST00000604395|ENSEMBL:ENST00000604790|ENSEMBL:ENST00000625106"	"-"	"physical association"	"reactome:R-HSA-8849140"	"11073998|11073998|18423201|12093754"	"NXT1"	"NXF2"
"38378"	"Q8N3J6"	"ENSEMBL:ENST00000405615|ENSEMBL:ENST00000383699|ENSEMBL:ENST00000407528|ENSEMBL:ENSP00000384193|ENSEMBL:ENSP00000373200|ENSEMBL:ENSP00000384575|ENSEMBL:ENSG00000175161"	"-"	"Q8N126"	"ENSEMBL:ENST00000368125|ENSEMBL:ENST00000368124|ENSEMBL:ENSP00000357107|ENSEMBL:ENSP00000357106|ENSEMBL:ENSG00000162706"	"-"	"physical association"	"reactome:R-HSA-420594"	"12050160|17967169|16467305"	"CADM3"	"CADM2"
"38381"	"Q8N3J6"	"ENSEMBL:ENST00000405615|ENSEMBL:ENST00000383699|ENSEMBL:ENST00000407528|ENSEMBL:ENSP00000384193|ENSEMBL:ENSP00000373200|ENSEMBL:ENSP00000384575|ENSEMBL:ENSG00000175161"	"-"	"Q9BY67"	"ENSEMBL:ENST00000542447|ENSEMBL:ENST00000331581|ENSEMBL:ENST00000537058|ENSEMBL:ENST00000452722|ENSEMBL:ENSP00000395359|ENSEMBL:ENSP00000439817|ENSEMBL:ENSP00000329797|ENSEMBL:ENSP00000439176|ENSEMBL:ENSG00000182985"	"-"	"physical association"	"reactome:R-HSA-420594"	"12050160|17967169|16467305"	"CADM2"	"CADM1"
"38382"	"Q9BY67"	"ENSEMBL:ENST00000542447|ENSEMBL:ENST00000331581|ENSEMBL:ENST00000537058|ENSEMBL:ENST00000452722|ENSEMBL:ENSP00000395359|ENSEMBL:ENSP00000439817|ENSEMBL:ENSP00000329797|ENSEMBL:ENSP00000439176|ENSEMBL:ENSG00000182985"	"-"	"Q8N126"	"ENSEMBL:ENST00000368125|ENSEMBL:ENST00000368124|ENSEMBL:ENSP00000357107|ENSEMBL:ENSP00000357106|ENSEMBL:ENSG00000162706"	"-"	"physical association"	"reactome:R-HSA-420594"	"12050160|17967169|16467305"	"CADM3"	"CADM1"
"38385"	"Q15223"	"ENSEMBL:ENST00000264025|ENSEMBL:ENST00000340882|ENSEMBL:ENSP00000345289|ENSEMBL:ENSP00000264025|ENSEMBL:ENSG00000110400"	"-"	"Q8N126"	"ENSEMBL:ENST00000368125|ENSEMBL:ENST00000368124|ENSEMBL:ENSP00000357107|ENSEMBL:ENSP00000357106|ENSEMBL:ENSG00000162706"	"-"	"physical association"	"reactome:R-HSA-420585"	"11544254"	"NECTIN1"	"CADM3"
"38386"	"Q9NQS3"	"ENSEMBL:ENST00000319792|ENSEMBL:ENST00000485303|ENSEMBL:ENST00000493615|ENSEMBL:ENSP00000321514|ENSEMBL:ENSP00000418070|ENSEMBL:ENSP00000420579|ENSEMBL:ENSG00000177707"	"-"	"Q8N126"	"ENSEMBL:ENST00000368125|ENSEMBL:ENST00000368124|ENSEMBL:ENSP00000357107|ENSEMBL:ENSP00000357106|ENSEMBL:ENSG00000162706"	"-"	"physical association"	"reactome:R-HSA-420577"	"11544254"	"NECTIN3"	"CADM3"
"38393"	"Q15223"	"ENSEMBL:ENST00000264025|ENSEMBL:ENST00000340882|ENSEMBL:ENSP00000345289|ENSEMBL:ENSP00000264025|ENSEMBL:ENSG00000110400"	"-"	"Q96NY8"	"ENSEMBL:ENST00000368012|ENSEMBL:ENSP00000356991|ENSEMBL:ENSG00000143217"	"-"	"physical association"	"reactome:R-HSA-433730"	"9845526"	"NECTIN4"	"NECTIN1"
"38394"	"Q15223"	"ENSEMBL:ENST00000264025|ENSEMBL:ENST00000340882|ENSEMBL:ENSP00000345289|ENSEMBL:ENSP00000264025|ENSEMBL:ENSG00000110400"	"-"	"Q92692"	"ENSEMBL:ENSG00000130202|ENSEMBL:ENSP00000252483|ENSEMBL:ENSP00000252485|ENSEMBL:ENST00000252483|ENSEMBL:ENST00000252485"	"-"	"physical association"	"reactome:R-HSA-433730"	"9845526"	"NECTIN2"	"NECTIN1"
"38395"	"Q96NY8"	"ENSEMBL:ENST00000368012|ENSEMBL:ENSP00000356991|ENSEMBL:ENSG00000143217"	"-"	"Q92692"	"ENSEMBL:ENSG00000130202|ENSEMBL:ENSP00000252483|ENSEMBL:ENSP00000252485|ENSEMBL:ENST00000252483|ENSEMBL:ENST00000252485"	"-"	"physical association"	"reactome:R-HSA-433730"	"9845526"	"NECTIN4"	"NECTIN2"
"38396"	"Q9NQS3"	"ENSEMBL:ENST00000319792|ENSEMBL:ENST00000485303|ENSEMBL:ENST00000493615|ENSEMBL:ENSP00000321514|ENSEMBL:ENSP00000418070|ENSEMBL:ENSP00000420579|ENSEMBL:ENSG00000177707"	"-"	"Q15223"	"ENSEMBL:ENST00000264025|ENSEMBL:ENST00000340882|ENSEMBL:ENSP00000345289|ENSEMBL:ENSP00000264025|ENSEMBL:ENSG00000110400"	"-"	"physical association"	"reactome:R-HSA-433730"	"9845526"	"NECTIN3"	"NECTIN1"
"38397"	"Q9NQS3"	"ENSEMBL:ENST00000319792|ENSEMBL:ENST00000485303|ENSEMBL:ENST00000493615|ENSEMBL:ENSP00000321514|ENSEMBL:ENSP00000418070|ENSEMBL:ENSP00000420579|ENSEMBL:ENSG00000177707"	"-"	"Q96NY8"	"ENSEMBL:ENST00000368012|ENSEMBL:ENSP00000356991|ENSEMBL:ENSG00000143217"	"-"	"physical association"	"reactome:R-HSA-433730"	"9845526"	"NECTIN4"	"NECTIN3"
"38398"	"Q9NQS3"	"ENSEMBL:ENST00000319792|ENSEMBL:ENST00000485303|ENSEMBL:ENST00000493615|ENSEMBL:ENSP00000321514|ENSEMBL:ENSP00000418070|ENSEMBL:ENSP00000420579|ENSEMBL:ENSG00000177707"	"-"	"Q92692"	"ENSEMBL:ENSG00000130202|ENSEMBL:ENSP00000252483|ENSEMBL:ENSP00000252485|ENSEMBL:ENST00000252483|ENSEMBL:ENST00000252485"	"-"	"physical association"	"reactome:R-HSA-433730"	"9845526"	"NECTIN3"	"NECTIN2"
"38414"	"Q9NQS3"	"ENSEMBL:ENST00000319792|ENSEMBL:ENST00000485303|ENSEMBL:ENST00000493615|ENSEMBL:ENSP00000321514|ENSEMBL:ENSP00000418070|ENSEMBL:ENSP00000420579|ENSEMBL:ENSG00000177707"	"-"	"Q9BY67"	"ENSEMBL:ENST00000542447|ENSEMBL:ENST00000331581|ENSEMBL:ENST00000537058|ENSEMBL:ENST00000452722|ENSEMBL:ENSP00000395359|ENSEMBL:ENSP00000439817|ENSEMBL:ENSP00000329797|ENSEMBL:ENSP00000439176|ENSEMBL:ENSG00000182985"	"-"	"physical association"	"reactome:R-HSA-420578"	"12759359"	"NECTIN3"	"CADM1"
"38416"	"P55196"	"ENSEMBL:ENST00000392112|ENSEMBL:ENST00000392108|ENSEMBL:ENST00000447894|ENSEMBL:ENST00000400822|ENSEMBL:ENSP00000375960|ENSEMBL:ENSP00000383623|ENSEMBL:ENSP00000404595|ENSEMBL:ENSP00000375956|ENSEMBL:ENSG00000130396"	"-"	"Q9NQS3"	"ENSEMBL:ENST00000319792|ENSEMBL:ENST00000485303|ENSEMBL:ENST00000493615|ENSEMBL:ENSP00000321514|ENSEMBL:ENSP00000418070|ENSEMBL:ENSP00000420579|ENSEMBL:ENSG00000177707"	"-"	"physical association"	"reactome:R-HSA-419013"	"10225955"	"NECTIN3"	"AFDN"
"38417"	"P55196"	"ENSEMBL:ENST00000392112|ENSEMBL:ENST00000392108|ENSEMBL:ENST00000447894|ENSEMBL:ENST00000400822|ENSEMBL:ENSP00000375960|ENSEMBL:ENSP00000383623|ENSEMBL:ENSP00000404595|ENSEMBL:ENSP00000375956|ENSEMBL:ENSG00000130396"	"-"	"Q15223"	"ENSEMBL:ENST00000264025|ENSEMBL:ENST00000340882|ENSEMBL:ENSP00000345289|ENSEMBL:ENSP00000264025|ENSEMBL:ENSG00000110400"	"-"	"physical association"	"reactome:R-HSA-419013"	"10225955"	"NECTIN1"	"AFDN"
"38418"	"P55196"	"ENSEMBL:ENST00000392112|ENSEMBL:ENST00000392108|ENSEMBL:ENST00000447894|ENSEMBL:ENST00000400822|ENSEMBL:ENSP00000375960|ENSEMBL:ENSP00000383623|ENSEMBL:ENSP00000404595|ENSEMBL:ENSP00000375956|ENSEMBL:ENSG00000130396"	"-"	"Q96NY8"	"ENSEMBL:ENST00000368012|ENSEMBL:ENSP00000356991|ENSEMBL:ENSG00000143217"	"-"	"physical association"	"reactome:R-HSA-419013"	"10225955"	"NECTIN4"	"AFDN"
"38419"	"P55196"	"ENSEMBL:ENST00000392112|ENSEMBL:ENST00000392108|ENSEMBL:ENST00000447894|ENSEMBL:ENST00000400822|ENSEMBL:ENSP00000375960|ENSEMBL:ENSP00000383623|ENSEMBL:ENSP00000404595|ENSEMBL:ENSP00000375956|ENSEMBL:ENSG00000130396"	"-"	"Q92692"	"ENSEMBL:ENSG00000130202|ENSEMBL:ENSP00000252483|ENSEMBL:ENSP00000252485|ENSEMBL:ENST00000252483|ENSEMBL:ENST00000252485"	"-"	"physical association"	"reactome:R-HSA-419013"	"10225955"	"NECTIN2"	"AFDN"
"38426"	"P20963"	"ENSEMBL:ENSG00000198821|ENSEMBL:ENSP00000354782|ENSEMBL:ENSP00000375969|ENSEMBL:ENST00000392122|ENSEMBL:ENST00000362089"	"-"	"Q13177"	"ENSEMBL:ENSG00000180370|ENSEMBL:ENST00000327134|ENSEMBL:ENSP00000314067"	"-"	"physical association"	"reactome:R-HSA-167576"	"11070003|11160719|16979207|10607567|16188976|10618429|16282498"	"PAK2"	"CD247"
"38429"	"P61769"	"ENSEMBL:ENSG00000273686|ENSEMBL:ENST00000631728|ENSEMBL:ENST00000617605|ENSEMBL:ENST00000631573|ENSEMBL:ENST00000648006|ENSEMBL:ENST00000559916|ENSEMBL:ENST00000561424|ENSEMBL:ENSP00000488548|ENSEMBL:ENSP00000488321|ENSEMBL:ENSP00000453350|ENSEMBL:ENSP00000497910|ENSEMBL:ENSP00000481426|ENSEMBL:ENSP00000453191|ENSEMBL:ENSG00000166710"	"-"	"P61966"	"ENSEMBL:ENST00000443943|ENSEMBL:ENST00000337619|ENSEMBL:ENSP00000336666|ENSEMBL:ENSP00000410780|ENSEMBL:ENSG00000106367"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"B2M"	"AP1S1"
"38431"	"Q6VY07"	"ENSEMBL:ENST00000320580|ENSEMBL:ENSP00000316454|ENSEMBL:ENSG00000175115"	"-"	"P61769"	"ENSEMBL:ENSG00000273686|ENSEMBL:ENST00000631728|ENSEMBL:ENST00000617605|ENSEMBL:ENST00000631573|ENSEMBL:ENST00000648006|ENSEMBL:ENST00000559916|ENSEMBL:ENST00000561424|ENSEMBL:ENSP00000488548|ENSEMBL:ENSP00000488321|ENSEMBL:ENSP00000453350|ENSEMBL:ENSP00000497910|ENSEMBL:ENSP00000481426|ENSEMBL:ENSP00000453191|ENSEMBL:ENSG00000166710"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"PACS1"	"B2M"
"38432"	"Q6VY07"	"ENSEMBL:ENST00000320580|ENSEMBL:ENSP00000316454|ENSEMBL:ENSG00000175115"	"-"	"O43747"	"ENSEMBL:ENST00000569748|ENSEMBL:ENST00000393512|ENSEMBL:ENST00000299980|ENSEMBL:ENSP00000299980|ENSEMBL:ENSP00000454523|ENSEMBL:ENSP00000377148|ENSEMBL:ENSG00000166747"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"PACS1"	"AP1G1"
"38433"	"P04439"	"ENSEMBL:ENSG00000206503|ENSEMBL:ENSP00000366005|ENSEMBL:ENSP00000379873|ENSEMBL:ENSP00000516614|ENSEMBL:ENSP00000516616|ENSEMBL:ENSP00000516612|ENSEMBL:ENST00000706901|ENSEMBL:ENST00000706903|ENSEMBL:ENST00000376809|ENSEMBL:ENST00000396634|ENSEMBL:ENST00000706905"	"-"	"Q9Y6Q5"	"ENSEMBL:ENST00000250244|ENSEMBL:ENST00000590923|ENSEMBL:ENSP00000465685|ENSEMBL:ENSP00000250244|ENSEMBL:ENSG00000129354"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"HLA-A"	"AP1M2"
"38434"	"P61769"	"ENSEMBL:ENSG00000273686|ENSEMBL:ENST00000631728|ENSEMBL:ENST00000617605|ENSEMBL:ENST00000631573|ENSEMBL:ENST00000648006|ENSEMBL:ENST00000559916|ENSEMBL:ENST00000561424|ENSEMBL:ENSP00000488548|ENSEMBL:ENSP00000488321|ENSEMBL:ENSP00000453350|ENSEMBL:ENSP00000497910|ENSEMBL:ENSP00000481426|ENSEMBL:ENSP00000453191|ENSEMBL:ENSG00000166710"	"-"	"Q9Y6Q5"	"ENSEMBL:ENST00000250244|ENSEMBL:ENST00000590923|ENSEMBL:ENSP00000465685|ENSEMBL:ENSP00000250244|ENSEMBL:ENSG00000129354"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"B2M"	"AP1M2"
"38435"	"P61769"	"ENSEMBL:ENSG00000273686|ENSEMBL:ENST00000631728|ENSEMBL:ENST00000617605|ENSEMBL:ENST00000631573|ENSEMBL:ENST00000648006|ENSEMBL:ENST00000559916|ENSEMBL:ENST00000561424|ENSEMBL:ENSP00000488548|ENSEMBL:ENSP00000488321|ENSEMBL:ENSP00000453350|ENSEMBL:ENSP00000497910|ENSEMBL:ENSP00000481426|ENSEMBL:ENSP00000453191|ENSEMBL:ENSG00000166710"	"-"	"Q9BXS5"	"ENSEMBL:ENST00000291439|ENSEMBL:ENST00000444449|ENSEMBL:ENSP00000388996|ENSEMBL:ENSP00000291439|ENSEMBL:ENSG00000072958"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"B2M"	"AP1M1"
"38439"	"Q6VY07"	"ENSEMBL:ENST00000320580|ENSEMBL:ENSP00000316454|ENSEMBL:ENSG00000175115"	"-"	"Q9BXS5"	"ENSEMBL:ENST00000291439|ENSEMBL:ENST00000444449|ENSEMBL:ENSP00000388996|ENSEMBL:ENSP00000291439|ENSEMBL:ENSG00000072958"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"PACS1"	"AP1M1"
"38441"	"Q6VY07"	"ENSEMBL:ENST00000320580|ENSEMBL:ENSP00000316454|ENSEMBL:ENSG00000175115"	"-"	"Q9Y6Q5"	"ENSEMBL:ENST00000250244|ENSEMBL:ENST00000590923|ENSEMBL:ENSP00000465685|ENSEMBL:ENSP00000250244|ENSEMBL:ENSG00000129354"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"PACS1"	"AP1M2"
"38442"	"P04439"	"ENSEMBL:ENSG00000206503|ENSEMBL:ENSP00000366005|ENSEMBL:ENSP00000379873|ENSEMBL:ENSP00000516614|ENSEMBL:ENSP00000516616|ENSEMBL:ENSP00000516612|ENSEMBL:ENST00000706901|ENSEMBL:ENST00000706903|ENSEMBL:ENST00000376809|ENSEMBL:ENST00000396634|ENSEMBL:ENST00000706905"	"-"	"O43747"	"ENSEMBL:ENST00000569748|ENSEMBL:ENST00000393512|ENSEMBL:ENST00000299980|ENSEMBL:ENSP00000299980|ENSEMBL:ENSP00000454523|ENSEMBL:ENSP00000377148|ENSEMBL:ENSG00000166747"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"HLA-A"	"AP1G1"
"38443"	"Q6VY07"	"ENSEMBL:ENST00000320580|ENSEMBL:ENSP00000316454|ENSEMBL:ENSG00000175115"	"-"	"Q10567"	"ENSEMBL:ENSG00000100280|ENSEMBL:ENSP00000350199|ENSEMBL:ENSP00000400065|ENSEMBL:ENSP00000384194|ENSEMBL:ENSP00000319361|ENSEMBL:ENST00000357586|ENSEMBL:ENST00000432560|ENSEMBL:ENST00000317368|ENSEMBL:ENST00000405198"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"PACS1"	"AP1B1"
"38445"	"P04439"	"ENSEMBL:ENSG00000206503|ENSEMBL:ENSP00000366005|ENSEMBL:ENSP00000379873|ENSEMBL:ENSP00000516614|ENSEMBL:ENSP00000516616|ENSEMBL:ENSP00000516612|ENSEMBL:ENST00000706901|ENSEMBL:ENST00000706903|ENSEMBL:ENST00000376809|ENSEMBL:ENST00000396634|ENSEMBL:ENST00000706905"	"-"	"P61966"	"ENSEMBL:ENST00000443943|ENSEMBL:ENST00000337619|ENSEMBL:ENSP00000336666|ENSEMBL:ENSP00000410780|ENSEMBL:ENSG00000106367"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"HLA-A"	"AP1S1"
"38446"	"Q6VY07"	"ENSEMBL:ENST00000320580|ENSEMBL:ENSP00000316454|ENSEMBL:ENSG00000175115"	"-"	"Q96PC3"	"ENSEMBL:ENSG00000152056|ENSEMBL:ENSP00000388738|ENSEMBL:ENSP00000379891|ENSEMBL:ENSP00000401705|ENSEMBL:ENSP00000397155|ENSEMBL:ENST00000443700|ENSEMBL:ENST00000446015|ENSEMBL:ENST00000415298|ENSEMBL:ENST00000396654"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"PACS1"	"AP1S3"
"38448"	"Q6VY07"	"ENSEMBL:ENST00000320580|ENSEMBL:ENSP00000316454|ENSEMBL:ENSG00000175115"	"-"	"P56377"	"ENSEMBL:ENST00000329235|ENSEMBL:ENSP00000328789|ENSEMBL:ENSG00000182287"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"PACS1"	"AP1S2"
"38449"	"P61769"	"ENSEMBL:ENSG00000273686|ENSEMBL:ENST00000631728|ENSEMBL:ENST00000617605|ENSEMBL:ENST00000631573|ENSEMBL:ENST00000648006|ENSEMBL:ENST00000559916|ENSEMBL:ENST00000561424|ENSEMBL:ENSP00000488548|ENSEMBL:ENSP00000488321|ENSEMBL:ENSP00000453350|ENSEMBL:ENSP00000497910|ENSEMBL:ENSP00000481426|ENSEMBL:ENSP00000453191|ENSEMBL:ENSG00000166710"	"-"	"P56377"	"ENSEMBL:ENST00000329235|ENSEMBL:ENSP00000328789|ENSEMBL:ENSG00000182287"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"B2M"	"AP1S2"
"38451"	"P61769"	"ENSEMBL:ENSG00000273686|ENSEMBL:ENST00000631728|ENSEMBL:ENST00000617605|ENSEMBL:ENST00000631573|ENSEMBL:ENST00000648006|ENSEMBL:ENST00000559916|ENSEMBL:ENST00000561424|ENSEMBL:ENSP00000488548|ENSEMBL:ENSP00000488321|ENSEMBL:ENSP00000453350|ENSEMBL:ENSP00000497910|ENSEMBL:ENSP00000481426|ENSEMBL:ENSP00000453191|ENSEMBL:ENSG00000166710"	"-"	"O43747"	"ENSEMBL:ENST00000569748|ENSEMBL:ENST00000393512|ENSEMBL:ENST00000299980|ENSEMBL:ENSP00000299980|ENSEMBL:ENSP00000454523|ENSEMBL:ENSP00000377148|ENSEMBL:ENSG00000166747"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"B2M"	"AP1G1"
"38452"	"P04439"	"ENSEMBL:ENSG00000206503|ENSEMBL:ENSP00000366005|ENSEMBL:ENSP00000379873|ENSEMBL:ENSP00000516614|ENSEMBL:ENSP00000516616|ENSEMBL:ENSP00000516612|ENSEMBL:ENST00000706901|ENSEMBL:ENST00000706903|ENSEMBL:ENST00000376809|ENSEMBL:ENST00000396634|ENSEMBL:ENST00000706905"	"-"	"Q10567"	"ENSEMBL:ENSG00000100280|ENSEMBL:ENSP00000350199|ENSEMBL:ENSP00000400065|ENSEMBL:ENSP00000384194|ENSEMBL:ENSP00000319361|ENSEMBL:ENST00000357586|ENSEMBL:ENST00000432560|ENSEMBL:ENST00000317368|ENSEMBL:ENST00000405198"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"HLA-A"	"AP1B1"
"38453"	"P04439"	"ENSEMBL:ENSG00000206503|ENSEMBL:ENSP00000366005|ENSEMBL:ENSP00000379873|ENSEMBL:ENSP00000516614|ENSEMBL:ENSP00000516616|ENSEMBL:ENSP00000516612|ENSEMBL:ENST00000706901|ENSEMBL:ENST00000706903|ENSEMBL:ENST00000376809|ENSEMBL:ENST00000396634|ENSEMBL:ENST00000706905"	"-"	"Q96PC3"	"ENSEMBL:ENSG00000152056|ENSEMBL:ENSP00000388738|ENSEMBL:ENSP00000379891|ENSEMBL:ENSP00000401705|ENSEMBL:ENSP00000397155|ENSEMBL:ENST00000443700|ENSEMBL:ENST00000446015|ENSEMBL:ENST00000415298|ENSEMBL:ENST00000396654"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"HLA-A"	"AP1S3"
"38454"	"Q6VY07"	"ENSEMBL:ENST00000320580|ENSEMBL:ENSP00000316454|ENSEMBL:ENSG00000175115"	"-"	"P04439"	"ENSEMBL:ENSG00000206503|ENSEMBL:ENSP00000366005|ENSEMBL:ENSP00000379873|ENSEMBL:ENSP00000516614|ENSEMBL:ENSP00000516616|ENSEMBL:ENSP00000516612|ENSEMBL:ENST00000706901|ENSEMBL:ENST00000706903|ENSEMBL:ENST00000376809|ENSEMBL:ENST00000396634|ENSEMBL:ENST00000706905"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"PACS1"	"HLA-A"
"38455"	"Q6VY07"	"ENSEMBL:ENST00000320580|ENSEMBL:ENSP00000316454|ENSEMBL:ENSG00000175115"	"-"	"P61966"	"ENSEMBL:ENST00000443943|ENSEMBL:ENST00000337619|ENSEMBL:ENSP00000336666|ENSEMBL:ENSP00000410780|ENSEMBL:ENSG00000106367"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"PACS1"	"AP1S1"
"38456"	"P61769"	"ENSEMBL:ENSG00000273686|ENSEMBL:ENST00000631728|ENSEMBL:ENST00000617605|ENSEMBL:ENST00000631573|ENSEMBL:ENST00000648006|ENSEMBL:ENST00000559916|ENSEMBL:ENST00000561424|ENSEMBL:ENSP00000488548|ENSEMBL:ENSP00000488321|ENSEMBL:ENSP00000453350|ENSEMBL:ENSP00000497910|ENSEMBL:ENSP00000481426|ENSEMBL:ENSP00000453191|ENSEMBL:ENSG00000166710"	"-"	"Q10567"	"ENSEMBL:ENSG00000100280|ENSEMBL:ENSP00000350199|ENSEMBL:ENSP00000400065|ENSEMBL:ENSP00000384194|ENSEMBL:ENSP00000319361|ENSEMBL:ENST00000357586|ENSEMBL:ENST00000432560|ENSEMBL:ENST00000317368|ENSEMBL:ENST00000405198"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"B2M"	"AP1B1"
"38457"	"P04439"	"ENSEMBL:ENSG00000206503|ENSEMBL:ENSP00000366005|ENSEMBL:ENSP00000379873|ENSEMBL:ENSP00000516614|ENSEMBL:ENSP00000516616|ENSEMBL:ENSP00000516612|ENSEMBL:ENST00000706901|ENSEMBL:ENST00000706903|ENSEMBL:ENST00000376809|ENSEMBL:ENST00000396634|ENSEMBL:ENST00000706905"	"-"	"P56377"	"ENSEMBL:ENST00000329235|ENSEMBL:ENSP00000328789|ENSEMBL:ENSG00000182287"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"HLA-A"	"AP1S2"
"38460"	"P04439"	"ENSEMBL:ENSG00000206503|ENSEMBL:ENSP00000366005|ENSEMBL:ENSP00000379873|ENSEMBL:ENSP00000516614|ENSEMBL:ENSP00000516616|ENSEMBL:ENSP00000516612|ENSEMBL:ENST00000706901|ENSEMBL:ENST00000706903|ENSEMBL:ENST00000376809|ENSEMBL:ENST00000396634|ENSEMBL:ENST00000706905"	"-"	"Q9BXS5"	"ENSEMBL:ENST00000291439|ENSEMBL:ENST00000444449|ENSEMBL:ENSP00000388996|ENSEMBL:ENSP00000291439|ENSEMBL:ENSG00000072958"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"HLA-A"	"AP1M1"
"38461"	"P61769"	"ENSEMBL:ENSG00000273686|ENSEMBL:ENST00000631728|ENSEMBL:ENST00000617605|ENSEMBL:ENST00000631573|ENSEMBL:ENST00000648006|ENSEMBL:ENST00000559916|ENSEMBL:ENST00000561424|ENSEMBL:ENSP00000488548|ENSEMBL:ENSP00000488321|ENSEMBL:ENSP00000453350|ENSEMBL:ENSP00000497910|ENSEMBL:ENSP00000481426|ENSEMBL:ENSP00000453191|ENSEMBL:ENSG00000166710"	"-"	"Q96PC3"	"ENSEMBL:ENSG00000152056|ENSEMBL:ENSP00000388738|ENSEMBL:ENSP00000379891|ENSEMBL:ENSP00000401705|ENSEMBL:ENSP00000397155|ENSEMBL:ENST00000443700|ENSEMBL:ENST00000446015|ENSEMBL:ENST00000415298|ENSEMBL:ENST00000396654"	"-"	"physical association"	"reactome:R-HSA-182254"	"15569716"	"B2M"	"AP1S3"
"38495"	"Q13257"	"ENSEMBL:ENSG00000164109|ENSEMBL:ENST00000333047|ENSEMBL:ENST00000296509|ENSEMBL:ENSP00000296509|ENSEMBL:ENSP00000332295"	"-"	"P51955"	"ENSEMBL:ENSG00000117650|ENSEMBL:ENSP00000355965|ENSEMBL:ENSP00000355966|ENSEMBL:ENST00000366999|ENSEMBL:ENST00000366998"	"-"	"physical association"	"reactome:R-HSA-179413"	"11742988|16648845"	"NEK2"	"MAD2L1"
"38496"	"O60566"	"ENSEMBL:ENSG00000156970|ENSEMBL:ENSP00000398470|ENSEMBL:ENSP00000287598|ENSEMBL:ENST00000412359|ENSEMBL:ENST00000287598"	"-"	"P51955"	"ENSEMBL:ENSG00000117650|ENSEMBL:ENSP00000355965|ENSEMBL:ENSP00000355966|ENSEMBL:ENST00000366999|ENSEMBL:ENST00000366998"	"-"	"physical association"	"reactome:R-HSA-179413"	"11742988|16648845"	"NEK2"	"BUB1B"
