"ID"	"Description"	"GeneRatio"	"BgRatio"	"RichFactor"	"FoldEnrichment"	"zScore"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"cluster"	"Module"	"NMF"	"dir"
"REACTOME_PERK_REGULATES_GENE_EXPRESSION"	"REACTOME_PERK_REGULATES_GENE_EXPRESSION"	"9/58"	"29/7434"	0.310344827586207	39.7776456599287	18.5525458916623	4.97789443936626e-13	2.63828405286412e-11	2.11092666451321e-11	"EXOSC8/EXOSC5/EXOSC1/EXOSC2/EXOSC6/EXOSC9/EXOSC7/EXOSC4/EXOSC3"	9	1	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_NUCLEAR_RNA_DECAY"	"REACTOME_NUCLEAR_RNA_DECAY"	"10/58"	"35/7434"	0.285714285714286	36.6206896551724	18.7298992511653	5.85368383919379e-14	4.14008678736543e-12	3.31253929362194e-12	"EXOSC8/EXOSC5/EXOSC1/MPHOSPH6/EXOSC2/EXOSC6/EXOSC9/EXOSC7/EXOSC4/EXOSC3"	10	1	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY"	"REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY"	"9/58"	"56/7434"	0.160714285714286	20.5991379310345	13.0541099576023	3.2050820553951e-10	1.32120604727954e-08	1.05711478318295e-08	"EXOSC8/EXOSC5/EXOSC1/EXOSC2/EXOSC6/EXOSC9/EXOSC7/EXOSC4/EXOSC3"	9	1	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS"	"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS"	"10/58"	"68/7434"	0.147058823529412	18.8488843813387	13.1109839156121	7.62759481303067e-11	3.53729709454297e-09	2.83023912799296e-09	"EXOSC8/EXOSC5/EXOSC1/EXOSC2/EXOSC6/EXOSC9/EXOSC7/EXOSC4/EXOSC3/PRKCA"	10	1	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR"	"REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR"	"9/58"	"82/7434"	0.109756097560976	14.0677039529016	10.5508894640851	1.06130270378592e-08	3.93743303104577e-07	3.15039328913295e-07	"EXOSC8/EXOSC5/EXOSC1/EXOSC2/EXOSC6/EXOSC9/EXOSC7/EXOSC4/EXOSC3"	9	1	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_RRNA_PROCESSING"	"REACTOME_RRNA_PROCESSING"	"10/58"	"193/7434"	0.0518134715025907	6.64105770948723	7.0408571417341	1.94513863576757e-06	5.55112641438285e-05	4.44153113592272e-05	"EXOSC8/EXOSC5/EXOSC1/MPHOSPH6/EXOSC2/EXOSC6/EXOSC9/EXOSC7/EXOSC4/EXOSC3"	10	1	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_POLYMERASE_SWITCHING"	"REACTOME_POLYMERASE_SWITCHING"	"4/58"	"14/7434"	0.285714285714286	36.6206896551724	11.82905355372	3.15092768587879e-06	8.34995836757879e-05	6.68091434148735e-05	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK"	"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK"	"4/58"	"15/7434"	0.266666666666667	34.1793103448276	11.4058040924376	4.27177066681262e-06	0.000105655127825832	8.45360931958707e-05	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLH"	"REACTOME_TRANSLESION_SYNTHESIS_BY_POLH"	"4/58"	"17/7434"	0.235294117647059	30.158215010142	10.6722714844811	7.36198807656351e-06	0.000151738754244726	0.000121408224420521	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_LAGGING_STRAND_SYNTHESIS"	"REACTOME_LAGGING_STRAND_SYNTHESIS"	"4/58"	"20/7434"	0.2	25.6344827586207	9.78177714312537	1.47274939805895e-05	0.000248359103036305	0.000198715469020394	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR"	"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR"	"4/58"	"21/7434"	0.19047619047619	24.4137931034483	9.52730421529119	1.808723718009e-05	0.000291754999731016	0.000233437111431825	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER"	"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER"	"4/58"	"23/7434"	0.173913043478261	22.2908545727136	9.06784763249807	2.64510985196644e-05	0.000408889897949812	0.000327158323795849	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE"	"REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE"	"4/58"	"25/7434"	0.16	20.5075862068966	8.66322015129549	3.73503053965347e-05	0.000513220863041273	0.000410634936523305	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY"	"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY"	"4/58"	"25/7434"	0.16	20.5075862068966	8.66322015129549	3.73503053965347e-05	0.000513220863041273	0.000410634936523305	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA"	"REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA"	"5/58"	"35/7434"	0.142857142857143	18.3103448275862	9.10204203686833	6.58394547899925e-06	0.000143684927806396	0.000114964249230823	"ERCC4/RAD9A/RFC2/RFC5/RFC4"	5	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX"	"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX"	"4/58"	"28/7434"	0.142857142857143	18.3103448275862	8.13726557452561	5.94090956384873e-05	0.000787170517209957	0.000629825750753888	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS"	"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS"	"4/58"	"29/7434"	0.137931034482759	17.678953626635	7.97977925985366	6.85151764987543e-05	0.000876521740725444	0.000701316870150589	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_DUAL_INCISION_IN_GG_NER"	"REACTOME_DUAL_INCISION_IN_GG_NER"	"5/58"	"38/7434"	0.131578947368421	16.8647912885662	8.69387355143228	9.99986014243758e-06	0.000195260426991808	0.000156230501948332	"ERCC4/RFC2/RFC5/RFC4/PCNA"	5	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE"	"REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE"	"5/58"	"40/7434"	0.125	16.0215517241379	8.44677020341386	1.29539653489338e-05	0.000228853387831164	0.000183108683127787	"RAD9A/RFC2/RFC5/RFC4/RAD51B"	5	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_DNA_STRAND_ELONGATION"	"REACTOME_DNA_STRAND_ELONGATION"	"4/58"	"32/7434"	0.125	16.0215517241379	7.55093715065688	0.000101942265786895	0.00122001872925607	0.000976153444886399	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS"	"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS"	"4/58"	"33/7434"	0.121212121212121	15.5360501567398	7.42068146613133	0.000115331389044629	0.00133712329173617	0.00106985038521663	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS"	"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS"	"4/58"	"35/7434"	0.114285714285714	14.648275862069	7.17647059400894	0.00014587041833639	0.0016399371273576	0.00131213582044217	"RAD9A/RFC2/RFC5/RFC4"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR"	"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR"	"7/58"	"62/7434"	0.112903225806452	14.4710789766407	9.44476535706419	4.27509162248065e-07	1.44187181085484e-05	1.15366108855459e-05	"RAD9A/RFC2/RFC5/RFC4/FIRRM/PCNA/RAD51B"	7	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE"	"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE"	"4/58"	"36/7434"	0.111111111111111	14.2413793103448	7.0617594945823	0.000163154158421833	0.00178029978748529	0.00142444187848164	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES"	"REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES"	"4/58"	"38/7434"	0.105263157894737	13.491833030853	6.84549924549658	0.000202091715218878	0.00214217218132011	0.00171398086290898	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_DISEASES_OF_DNA_REPAIR"	"REACTOME_DISEASES_OF_DNA_REPAIR"	"5/58"	"48/7434"	0.104166666666667	13.3512931034483	7.61226684833766	3.21428188903867e-05	0.000476999432333339	0.000381653681140592	"RAD9A/RFC2/RFC5/RFC4/RAD51B"	5	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_DNA_DAMAGE_BYPASS"	"REACTOME_DNA_DAMAGE_BYPASS"	"4/58"	"45/7434"	0.0888888888888889	11.3931034482759	6.20075086957727	0.000391687716997659	0.00363290357515329	0.00290673516298263	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_DUAL_INCISION_IN_TC_NER"	"REACTOME_DUAL_INCISION_IN_TC_NER"	"5/58"	"59/7434"	0.0847457627118644	10.8620689655172	6.74370614672028	8.80292035259708e-05	0.00108862781693784	0.000871025803309606	"ERCC4/RFC2/RFC5/RFC4/PCNA"	5	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_EXTENSION_OF_TELOMERES"	"REACTOME_EXTENSION_OF_TELOMERES"	"4/58"	"49/7434"	0.0816326530612245	10.4630541871921	5.8930445775385	0.000544227920925099	0.00480734663483838	0.00384642289977138	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_BASE_EXCISION_REPAIR"	"REACTOME_BASE_EXCISION_REPAIR"	"4/58"	"50/7434"	0.08	10.2537931034483	5.82162936595839	0.00058813448470879	0.00507436962388281	0.0040600715957865	"RFC2/RFC5/RFC4/PCNA"	4	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_HOMOLOGY_DIRECTED_REPAIR"	"REACTOME_HOMOLOGY_DIRECTED_REPAIR"	"8/58"	"101/7434"	0.0792079207920792	10.1522703994537	8.21172309463697	9.60667445239242e-07	2.97006351819799e-05	2.37638789085497e-05	"ERCC4/RAD9A/RFC2/RFC5/RFC4/FIRRM/PCNA/RAD51B"	8	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER"	"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER"	"5/58"	"72/7434"	0.0694444444444444	8.90086206896552	5.97349398740312	0.000227736479253496	0.00234695093897352	0.00187782710963409	"ERCC4/RFC2/RFC5/RFC4/PCNA"	5	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER"	"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER"	"5/58"	"80/7434"	0.0625	8.01077586206897	5.59029688442118	0.000373147713946336	0.00354968722754078	0.0028401526405632	"ERCC4/RFC2/RFC5/RFC4/PCNA"	5	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR"	"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR"	"8/58"	"130/7434"	0.0615384615384615	7.88753315649867	7.02490742773364	6.48211078318865e-06	0.000143684927806396	0.000114964249230823	"ERCC4/RAD9A/RFC2/RFC5/RFC4/FIRRM/PCNA/RAD51B"	8	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR"	"REACTOME_NUCLEOTIDE_EXCISION_REPAIR"	"5/58"	"103/7434"	0.0485436893203883	6.22196183461667	4.73212605780019	0.00118562411077348	0.00956231619776002	0.00765093819766868	"ERCC4/RFC2/RFC5/RFC4/PCNA"	5	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_DNA_REPAIR"	"REACTOME_DNA_REPAIR"	"8/58"	"276/7434"	0.0289855072463768	3.71514242878561	4.0760257555939	0.00124491265325836	0.00982686370976282	0.00786260623110545	"ERCC4/RAD9A/RFC2/RFC5/RFC4/FIRRM/PCNA/RAD51B"	8	2	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX"	"REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX"	"3/58"	"18/7434"	0.166666666666667	21.3620689655172	7.66935613524082	0.000338449589211248	0.00330433677887824	0.00264384443649784	"LIN54/RBL2/PCNA"	3	3	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_G0_AND_EARLY_G1"	"REACTOME_G0_AND_EARLY_G1"	"3/58"	"26/7434"	0.115384615384615	14.789124668435	6.24537462541634	0.00103165398337792	0.0085054139518491	0.00680529645175612	"LIN54/RBL2/PCNA"	3	3	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION"	"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION"	"3/58"	"28/7434"	0.107142857142857	13.7327586206897	5.98542891114259	0.00128558427475007	0.00993649512358912	0.00795032380437546	"LIN54/RBL2/PCNA"	3	3	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_S_PHASE"	"REACTOME_S_PHASE"	"8/58"	"142/7434"	0.0563380281690141	7.22098105876639	6.63690086094156	1.24520925036125e-05	0.000228853387831164	0.000183108683127787	"RFC2/LIN54/RFC5/RFC4/GSK3B/RBL2/PCNA/CDC25B"	8	3	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"	"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"	"9/58"	"328/7434"	0.0274390243902439	3.5169259882254	4.13409425885011	0.000892863302157429	0.00752846102500923	0.0060236232346506	"RAD9A/RFC2/PRDX5/RFC5/RFC4/RBL2/PIP4K2A/PCNA/TNRC6C"	9	3	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_CELL_CYCLE_MITOTIC"	"REACTOME_CELL_CYCLE_MITOTIC"	"12/58"	"475/7434"	0.0252631578947368	3.23803992740472	4.47019867973862	0.000240988548347687	0.00241639868748627	0.00193339319015783	"LCMT1/RFC2/LIN54/RFC5/RFC4/TUBG1/FIRRM/GSK3B/RBL2/PCNA/CDC25B/PRKCA"	12	3	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_CELL_CYCLE"	"REACTOME_CELL_CYCLE"	"13/58"	"590/7434"	0.0220338983050847	2.82413793103448	4.0946264610405	0.000487217173040552	0.0044087212487328	0.00352747735038346	"LCMT1/RAD9A/RFC2/LIN54/RFC5/RFC4/TUBG1/FIRRM/GSK3B/RBL2/PCNA/CDC25B/PRKCA"	13	3	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_NEUTROPHIL_DEGRANULATION"	"REACTOME_NEUTROPHIL_DEGRANULATION"	"32/258"	"397/7434"	0.0806045340050378	2.32253529377307	5.13522471503888	6.10307872150935e-06	0.00238020070138865	0.00228383630052271	"PGM2/FAF2/TMEM30A/PKM/STK10/PYCARD/CD53/RNASET2/ALAD/HVCN1/CD58/DYNLT1/PFKL/FUCA1/GAA/DPP7/SLC27A2/SLC44A2/ATP8A1/AGPAT2/ADAM10/FTL/TMT1A/PRKCD/CTSS/GSN/HLA-B/DOK3/IRAG2/VCL/ALDOC/NFKB1"	32	1	"CCNT1_FORALL_150"	"NMF3"	"low"
"REACTOME_INNATE_IMMUNE_SYSTEM"	"REACTOME_INNATE_IMMUNE_SYSTEM"	"52/258"	"802/7434"	0.0648379052369077	1.86823638577974	4.93575520182587	4.8385057554403e-06	0.00238020070138865	0.00228383630052271	"ABI1/PGM2/FAF2/TMEM30A/EEA1/TICAM1/CNPY3/PKM/MAPK9/STK10/PYCARD/CD53/RNASET2/PPP3CA/ALAD/HVCN1/NLRX1/UBA7/TKFC/BCL2/CD58/NCF4/DYNLT1/PFKL/MAP3K1/FUCA1/GAA/DPP7/SLC27A2/SLC44A2/ATP8A1/MAP2K3/AGPAT2/ADAM10/FTL/TMT1A/PRKCD/RIPK2/RIPK3/LAT2/PLCG2/MEF2A/PRKCE/CTSS/GSN/CASP1/HLA-B/DOK3/IRAG2/VCL/ALDOC/NFKB1"	52	1	"CCNT1_FORALL_150"	"NMF3"	"low"
"REACTOME_NEUTROPHIL_DEGRANULATION"	"REACTOME_NEUTROPHIL_DEGRANULATION"	"43/353"	"397/7434"	0.10831234256927	2.28100270441912	5.85697872358729	2.35227628801209e-07	0.000111262668422972	0.000104614392808959	"PFKL/CTSS/LAMP1/ARSA/SLC2A3/TOLLIP/GRN/CD58/IMPDH1/CD53/STK11IP/HEXB/NPC2/FAF2/CAT/PYCARD/CYFIP1/RAB5B/IDH1/MAN2B1/GM2A/FTH1/PRKCD/PKM/HVCN1/GAA/TRPM2/TMT1A/GLA/HLA-B/NFKB1/RNASET2/ASAH1/VCL/TSPAN14/FTL/ANXA2/IRAG2/ATP8A1/DOK3/RAP2B/MME/GSN"	43	1	"HSD17B10_FORALL_036"	"NMF3"	"low"
"REACTOME_INNATE_IMMUNE_SYSTEM"	"REACTOME_INNATE_IMMUNE_SYSTEM"	"68/353"	"802/7434"	0.084788029925187	1.78559267553496	5.25877358669629	9.33066143288679e-07	0.000294226857183697	0.000276645926694363	"PFKL/CREBBP/CTSS/LAMP1/LRRFIP1/MEF2A/ARSA/SLC2A3/TOLLIP/GRN/STAT6/CD58/IMPDH1/TKFC/CD53/TBK1/STK11IP/HEXB/LIMK1/NPC2/TIFA/FAF2/CAT/PYCARD/WASF1/CYFIP1/RAB5B/IDH1/CASP9/RASGRP2/MAN2B1/GM2A/FTH1/PRKCD/PKM/NLRX1/HVCN1/GAA/RNF135/ABI1/NFKBIA/TRPM2/TMT1A/MAP3K1/TXNIP/NLRP1/GLA/NFKB2/HLA-B/NFKB1/MAP2K3/RNASET2/MYO1C/ASAH1/VCL/TSPAN14/FTL/ANXA2/IRAG2/UNC93B1/PRKCE/ATP8A1/DOK3/PLCG2/RAP2B/MME/GSN/SYK"	68	1	"HSD17B10_FORALL_036"	"NMF3"	"low"
"REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM"	"REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM"	"9/353"	"21/7434"	0.428571428571429	9.02549575070821	8.22255218305234	1.96385878183573e-07	0.000111262668422972	0.000104614392808959	"HSD17B10/ALDH6A1/DLD/ECHS1/BCKDK/ACADSB/MCCC2/MCCC1/BCAT1"	9	2	"HSD17B10_FORALL_036"	"NMF3"	"low"
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS"	"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS"	"4/353"	"5/7434"	0.8	16.8475920679887	7.91416733113425	2.40706988748838e-05	0.00569272028391003	0.00535256330244127	"HADHB/ACADM/DECR1/ECI1"	4	3	"HSD17B10_FORALL_036"	"NMF3"	"low"
"REACTOME_PDH_COMPLEX_SYNTHESIZES_ACETYL_COA_FROM_PYR"	"REACTOME_PDH_COMPLEX_SYNTHESIZES_ACETYL_COA_FROM_PYR"	"4/588"	"5/7434"	0.8	10.1142857142857	5.97440615565575	0.000181674665312152	0.00794477286384297	0.00731847335974055	"PDHA1/PDHB/DLD/PDHX"	4	1	"LGALS9_FORALL_003"	"NMF4"	"high"
"REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION"	"REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION"	"23/588"	"95/7434"	0.242105263157895	3.0609022556391	5.92451816517855	8.47441174416485e-07	0.000160590102551924	0.000147930520797264	"HSPD1/MRPS2/PDHA1/PDHB/NDUFA2/DLD/ACAT1/OGDH/ALDH18A1/ATP5PF/SPG7/SHMT2/TRIAP1/OPA1/DBT/ACADSB/MT-ATP6/BDH1/OMA1/HTRA2/MT-ND1/MT-CO1/ALDH1B1"	23	1	"LGALS9_FORALL_003"	"NMF4"	"high"
"REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT"	"REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT"	"43/588"	"227/7434"	0.18942731277533	2.39490245437382	6.25506443793387	4.4510617940455e-08	3.04229474465644e-05	2.80246564915351e-05	"NDUFAB1/NDUFS8/DLST/NDUFAF1/LETM1/PDHA1/PDHB/NDUFA2/COX7A2L/DLD/ACAT1/NDUFA8/OGDH/PKM/ATP5PF/COX15/COX18/VDAC1/COX7A2/ETFA/NDUFA3/D2HGDH/ATP5F1E/HCCS/ETFB/TMEM126B/KGD4/MT-ATP6/SUCLG1/FAHD1/ECSIT/FOXRED1/COX20/SLC25A22/PDHX/HSCB/MT-ND1/FXN/MT-CO1/ATP5MF/GSTZ1/SIRT3/SLC25A13"	43	1	"LGALS9_FORALL_003"	"NMF4"	"high"
"REACTOME_RHO_GTPASES_ACTIVATE_ROCKS"	"REACTOME_RHO_GTPASES_ACTIVATE_ROCKS"	"7/588"	"17/7434"	0.411764705882353	5.20588235294118	5.08767925003666	0.000179988755887166	0.00794477286384297	0.00731847335974055	"MYL6/RHOA/CFL1/ROCK1/LIMK1/PPP1R12A/ROCK2"	7	2	"LGALS9_FORALL_003"	"NMF4"	"high"
"REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE"	"REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE"	"7/588"	"17/7434"	0.411764705882353	5.20588235294118	5.08767925003666	0.000179988755887166	0.00794477286384297	0.00731847335974055	"MYL6/RHOA/ARHGEF11/ROCK1/LIMK1/ARHGEF12/ROCK2"	7	2	"LGALS9_FORALL_003"	"NMF4"	"high"
"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING"	"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING"	"14/588"	"38/7434"	0.368421052631579	4.6578947368421	6.62486194908284	5.2281596684949e-07	0.000118888350861574	0.000109516186740051	"ACTB/ARPC1B/ACTR3/ACTR2/ARPC5/ACTG1/RHOA/ARPC3/CFL1/ARPC2/ROCK1/LIMK1/ROCK2/LYN"	14	2	"LGALS9_FORALL_003"	"NMF4"	"high"
"REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES"	"REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES"	"10/588"	"33/7434"	0.303030303030303	3.83116883116883	4.77672036943091	0.000154406358243997	0.00794477286384297	0.00731847335974055	"ACTB/ARPC1B/ACTR3/ACTR2/ARPC5/ACTG1/NCKAP1L/ARPC3/BRK1/ARPC2"	10	2	"LGALS9_FORALL_003"	"NMF4"	"high"
"REACTOME_EPH_EPHRIN_SIGNALING"	"REACTOME_EPH_EPHRIN_SIGNALING"	"18/588"	"74/7434"	0.243243243243243	3.07528957528958	5.25784693922994	1.232548602614e-05	0.00142052422703312	0.00130854196722488	"ACTB/ARPC1B/ACTR3/ACTR2/ARPC5/ACTG1/APH1A/CLTC/MYL6/RHOA/ARPC3/CFL1/CLTA/ARPC2/ROCK1/LIMK1/ROCK2/LYN"	18	2	"LGALS9_FORALL_003"	"NMF4"	"high"
"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"23/588"	"117/7434"	0.196581196581197	2.48534798534798	4.74577229751148	3.48244841588855e-05	0.00282824560633235	0.00260529035624745	"ACTB/ACTR3/ACTR2/ARPC5/ACTG1/VAMP7/NECAP1/ITSN2/CLTC/ARPC3/CLTA/PACSIN2/ARPC2/GAPVD1/EPS15/SYT1/STAM2/EPN1/LDLRAP1/PICALM/TF/IL7R/VAMP8"	23	2	"LGALS9_FORALL_003"	"NMF4"	"high"
"REACTOME_NEUTROPHIL_DEGRANULATION"	"REACTOME_NEUTROPHIL_DEGRANULATION"	"57/588"	"397/7434"	0.143576826196474	1.81522130262684	4.89248248587849	5.38178873197117e-06	0.000764886723531403	0.000704589445830436	"NIT2/IST1/LAMTOR1/APAF1/CMTM6/ACTR2/CAP1/COMMD9/ARPC5/NHLRC3/LAMTOR2/GOLGA7/HEXB/RHOA/CD53/TMC6/NCKAP1L/PKM/CAPN1/GAA/GRN/PTPRJ/DPP7/MIF/FABP5/ROCK1/APRT/GYG1/PDXK/FAF2/TOLLIP/PRKCD/VPS35L/TMEM30A/TOM1/RAB3A/ARHGAP45/RAP1A/GSDMD/RAP2C/TCIRG1/FTL/HPSE/PTPN6/CREG1/MAN2B1/GM2A/IDH1/GSN/FUCA1/VAMP8/ADGRE5/RNASET2/PLEKHO2/PRCP/SERPINB1/PYGL"	57	2	"LGALS9_FORALL_003"	"NMF4"	"high"
