"ID"	"Description"	"GeneRatio"	"BgRatio"	"RichFactor"	"FoldEnrichment"	"zScore"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"cluster"	"Module"	"NMF"	"dir"
"REACTOME_SYNTHESIS_OF_DNA"	"REACTOME_SYNTHESIS_OF_DNA"	"25/361"	"102/7434"	0.245098039215686	5.04725435880723	9.29786412954113	8.73902910556409e-12	8.88759260035868e-09	8.20548838122438e-09	"RFC2/PSMC5/RFC4/ORC4/RFC5/POLD2/PSMD12/ANAPC2/PSMD13/RFC3/ANAPC5/CDC27/POLD1/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/POLE/PRIM1/ANAPC4/POLE2/PCNA/CDC45/ANAPC10"	25	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP"	"REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP"	"12/361"	"50/7434"	0.24	4.94227146814404	6.3185805068191	3.25991431753646e-06	9.75097900274877e-05	9.00261167567345e-05	"ANAPC2/ANAPC5/CDC27/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/ANAPC4/ANAPC10/STAT3/CDK6"	12	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS"	"REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS"	"14/361"	"59/7434"	0.23728813559322	4.88642659279778	6.77063342545107	5.70051815804147e-07	2.41559456947007e-05	2.23020271797061e-05	"PSMC5/PSMD12/ANAPC2/PSMD13/MAD2L1/ANAPC5/CDC27/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/ANAPC4/ANAPC10"	14	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6"	"REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6"	"13/361"	"55/7434"	0.236363636363636	4.86738856711156	6.50330671225548	1.52453771889318e-06	5.34639606935988e-05	4.93607130763237e-05	"PSMC5/PSMD12/ANAPC2/PSMD13/ANAPC5/CDC27/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/ANAPC4/ANAPC10"	13	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1"	"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1"	"13/361"	"56/7434"	0.232142857142857	4.78047091412742	6.41511472407441	1.89949394742319e-06	6.43928448176461e-05	5.9450828108824e-05	"PSMC5/PSMD12/ANAPC2/PSMD13/ANAPC5/CDC27/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/ANAPC4/ANAPC10"	13	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_DNA_REPLICATION"	"REACTOME_DNA_REPLICATION"	"26/361"	"122/7434"	0.213114754098361	4.38862903592026	8.52549668994741	9.8340594348753e-11	5.00061922263409e-08	4.6168321136362e-08	"RFC2/PSMC5/RFC4/ORC4/RFC5/POLD2/PSMD12/ANAPC2/PSMD13/RFC3/ANAPC5/CDC27/POLD1/EXOG/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/POLE/PRIM1/ANAPC4/POLE2/PCNA/CDC45/ANAPC10"	26	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS"	"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS"	"14/361"	"69/7434"	0.202898550724638	4.17824882572564	5.99183579761657	4.25180758678017e-06	0.000123545380450155	0.000114063529846855	"PSMC5/PSMD12/ANAPC2/PSMD13/MAD2L1/ANAPC5/CDC27/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/ANAPC4/ANAPC10"	14	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_DNA_REPLICATION_PRE_INITIATION"	"REACTOME_DNA_REPLICATION_PRE_INITIATION"	"18/361"	"89/7434"	0.202247191011236	4.16483550686296	6.78553482818983	1.88701878331414e-07	9.5954905131524e-06	8.85905660376954e-06	"PSMC5/ORC4/PSMD12/ANAPC2/PSMD13/ANAPC5/CDC27/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/POLE/PRIM1/ANAPC4/POLE2/CDC45/ANAPC10"	18	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"	"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"	"14/361"	"73/7434"	0.191780821917808	3.94930368458999	5.72066284644786	8.51574800813373e-06	0.000234067992547892	0.000216103761685783	"PSMC5/ORC4/PSMD12/ANAPC2/PSMD13/ANAPC5/CDC27/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/ANAPC4/ANAPC10"	14	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_S_PHASE"	"REACTOME_S_PHASE"	"27/361"	"142/7434"	0.190140845070423	3.91553197300144	7.92451129876484	6.54825776425895e-10	1.33191562925027e-07	1.22969387909873e-07	"RFC2/PSMC5/RFC4/ORC4/RFC5/POLD2/PSMD12/CDC25B/ANAPC2/PSMD13/RFC3/ANAPC5/CDC27/POLD1/GSK3B/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/POLE/PRIM1/ANAPC4/POLE2/PCNA/CDC45/ANAPC10"	27	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_CELLULAR_SENESCENCE"	"REACTOME_CELLULAR_SENESCENCE"	"23/361"	"131/7434"	0.175572519083969	3.61552938191199	6.82304819442128	6.04364433786037e-08	3.61552134800235e-06	3.33803761570988e-06	"CBX4/CABIN1/AGO1/E2F3/ANAPC2/CBX6/ANAPC5/CDC27/ANAPC1/CDC16/ANAPC7/MAPK8/HIRA/CDC23/RING1/ANAPC16/ANAPC4/ANAPC10/ASF1A/TNRC6C/STAT3/CDK6/ETS1"	23	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_MITOTIC_SPINDLE_CHECKPOINT"	"REACTOME_MITOTIC_SPINDLE_CHECKPOINT"	"15/361"	"107/7434"	0.14018691588785	2.8868408108318	4.44117506189919	0.000186496909146212	0.00364744916541727	0.00336751503964416	"NUP37/ZW10/CENPP/CENPQ/ANAPC2/MAD2L1/ANAPC5/CDC27/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/ANAPC4/ANAPC10"	15	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_CELL_CYCLE_CHECKPOINTS"	"REACTOME_CELL_CYCLE_CHECKPOINTS"	"27/361"	"237/7434"	0.113924050632911	2.34601493741015	4.75753661589555	2.82820861389789e-05	0.000639175146740922	0.000590119785636705	"RFC2/PSMC5/NUP37/RFC4/ORC4/ZW10/CENPP/RFC5/CENPQ/WRN/PSMD12/ANAPC2/PSMD13/RAD9A/RFC3/MAD2L1/ANAPC5/CDC27/ANAPC1/CDC16/ANAPC7/CDC23/ANAPC16/ANAPC4/HUS1/CDC45/ANAPC10"	27	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_CELL_CYCLE_MITOTIC"	"REACTOME_CELL_CYCLE_MITOTIC"	"52/361"	"475/7434"	0.109473684210526	2.25436944160956	6.38311531432542	1.63648235842814e-08	1.28023273732417e-06	1.18197754147199e-06	"RFC2/TUBGCP3/TUBGCP4/NUP93/PSMC5/FIRRM/NUP37/RFC4/NCAPD3/ORC4/ZW10/TUBGCP2/RAE1/CENPP/NCAPG2/RFC5/E2F3/NEDD1/POLD2/CENPQ/LCMT1/HAUS2/PSMD12/DCTN3/CDC25B/ANAPC2/PSMD13/SSNA1/RFC3/DCTN2/MAD2L1/ANAPC5/CDC27/POLD1/GSK3B/ANAPC1/NUP54/CDC16/ANAPC7/CDC23/ANAPC16/POLE/MZT1/PRIM1/ANAPC4/POLE2/PCNA/ACTR1A/CDC45/ANAPC10/CDK6/PRKCA"	52	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_M_PHASE"	"REACTOME_M_PHASE"	"35/361"	"331/7434"	0.105740181268882	2.17748617050657	4.95088390966038	9.64791406946367e-06	0.000245298215216114	0.000226472088156884	"TUBGCP3/TUBGCP4/NUP93/PSMC5/FIRRM/NUP37/NCAPD3/ZW10/TUBGCP2/RAE1/CENPP/NCAPG2/NEDD1/CENPQ/HAUS2/PSMD12/DCTN3/ANAPC2/PSMD13/SSNA1/DCTN2/MAD2L1/ANAPC5/CDC27/ANAPC1/NUP54/CDC16/ANAPC7/CDC23/ANAPC16/MZT1/ANAPC4/ACTR1A/ANAPC10/PRKCA"	35	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_CELL_CYCLE"	"REACTOME_CELL_CYCLE"	"60/361"	"590/7434"	0.101694915254237	2.09418282548476	6.25741180866411	1.82426043453288e-08	1.32519490137139e-06	1.22348895308521e-06	"RFC2/TUBGCP3/TUBGCP4/NUP93/PSMC5/FIRRM/NUP37/RFC4/NCAPD3/ORC4/ZW10/TUBGCP2/RAE1/CENPP/NCAPG2/RFC5/E2F3/NEDD1/POLD2/CENPQ/LCMT1/DSCC1/HAUS2/WRN/PSMD12/DCTN3/CDC25B/POLR2L/ANAPC2/PSMD13/CHTF18/SSNA1/RAD9A/RFC3/DCTN2/MAD2L1/ANAPC5/CDC27/POLD1/GSK3B/ANAPC1/NUP54/CDC16/ANAPC7/CDC23/ANAPC16/POLE/MZT1/PRIM1/ANAPC4/POLE2/HUS1/CHTF8/PCNA/ACTR1A/CDC45/ANAPC10/RAD51C/CDK6/PRKCA"	60	1	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_POLYMERASE_SWITCHING"	"REACTOME_POLYMERASE_SWITCHING"	"8/361"	"14/7434"	0.571428571428571	11.7673130193906	9.10968253100953	6.65542656664748e-08	3.76031601015582e-06	3.47171958915178e-06	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/PRIM1/PCNA"	8	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE"	"REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE"	"11/361"	"25/7434"	0.44	9.06083102493075	9.12018950813009	7.35066945633428e-09	6.79602803371997e-07	6.27444703832553e-07	"RFC2/RFC4/RFC5/POLD2/DSCC1/CHTF18/RFC3/POLD1/PRIM1/CHTF8/PCNA"	11	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR"	"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR"	"9/361"	"21/7434"	0.428571428571429	8.82548476454294	8.11255652616531	2.37929430091444e-07	1.09988286546817e-05	1.01546914661037e-05	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/POLE/POLE2/PCNA"	9	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_LAGGING_STRAND_SYNTHESIS"	"REACTOME_LAGGING_STRAND_SYNTHESIS"	"8/361"	"20/7434"	0.4	8.23711911357341	7.32130106026293	2.15688685101656e-06	6.85485602338699e-05	6.32876010232489e-05	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/PRIM1/PCNA"	8	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER"	"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER"	"9/361"	"23/7434"	0.391304347826087	8.05805130675659	7.65850783012672	6.06487426533687e-07	2.46719085113904e-05	2.27783909249705e-05	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/POLE/POLE2/PCNA"	9	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS"	"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS"	"12/361"	"33/7434"	0.363636363636364	7.48829010324855	8.43870618108355	2.0181610068605e-08	1.36831316265142e-06	1.26329797762776e-06	"RFC2/RFC4/RFC5/POLD2/DSCC1/WRN/CHTF18/RFC3/POLD1/PRIM1/CHTF8/PCNA"	12	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY"	"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY"	"9/361"	"25/7434"	0.36	7.41340720221607	7.25626041485214	1.39022519489545e-06	5.04949651145954e-05	4.66195817235617e-05	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/POLE/POLE2/PCNA"	9	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX"	"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX"	"10/361"	"28/7434"	0.357142857142857	7.35457063711911	7.61039523443172	3.85706943784406e-07	1.70549548621192e-05	1.57460226020911e-05	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/RAD18/POLE/POLE2/PCNA"	10	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK"	"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK"	"5/361"	"15/7434"	0.333333333333333	6.86426592797784	5.13594587650989	0.000526490944188075	0.00973529618616859	0.00898813248259833	"RFC2/RFC4/RFC5/RFC3/PCNA"	5	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS"	"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS"	"9/361"	"29/7434"	0.310344827586207	6.39086827777247	6.57096306570014	5.73071367629318e-06	0.000161892661355282	0.000149467736820278	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/POLE/POLE2/PCNA"	9	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR"	"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR"	"18/361"	"62/7434"	0.290322580645161	5.97855419533554	8.89283550222593	3.85364508566983e-10	9.79789263031553e-08	9.04592478004601e-08	"RFC2/FIRRM/RFC4/RFC5/POLD2/WRN/RAD9A/RFC3/POLD1/XRCC2/POLE/POLE2/HUS1/PCNA/RAD51C/XRCC3/RAD51B/RAD51D"	18	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_DNA_STRAND_ELONGATION"	"REACTOME_DNA_STRAND_ELONGATION"	"9/361"	"32/7434"	0.28125	5.7917243767313	6.1365759866932	1.40962408476046e-05	0.00034965553517107	0.000322820201182626	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/PRIM1/PCNA/CDC45"	9	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_DUAL_INCISION_IN_GG_NER"	"REACTOME_DUAL_INCISION_IN_GG_NER"	"10/361"	"38/7434"	0.263157894736842	5.41915731156145	6.16973693608025	8.97997446330797e-06	0.000240332474452216	0.000221887457652928	"RFC2/RFC4/ERCC4/RFC5/POLD2/RFC3/POLD1/POLE/POLE2/PCNA"	10	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE"	"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE"	"9/361"	"36/7434"	0.25	5.14819944598338	5.63621503814823	3.98043598689524e-05	0.000861298595462224	0.000795195722353986	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/POLE/POLE2/PCNA"	9	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_EXTENSION_OF_TELOMERES"	"REACTOME_EXTENSION_OF_TELOMERES"	"12/361"	"49/7434"	0.244897959183673	5.04313415116739	6.41467680581098	2.58917868138682e-06	7.97937793627392e-05	7.36697730078801e-05	"RFC2/RFC4/RFC5/POLD2/DSCC1/WRN/CHTF18/RFC3/POLD1/PRIM1/CHTF8/PCNA"	12	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES"	"REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES"	"9/361"	"38/7434"	0.236842105263158	4.87724158040531	5.41314981617624	6.32243996145103e-05	0.00128598428815914	0.00118728767276091	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/POLE/POLE2/PCNA"	9	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA"	"REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA"	"8/361"	"35/7434"	0.228571428571429	4.70692520775623	4.96586799168343	0.000212141972032778	0.00399534047328398	0.00368870641429313	"RFC2/RFC4/ERCC4/RFC5/WRN/RAD9A/RFC3/HUS1"	8	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_DNA_DAMAGE_BYPASS"	"REACTOME_DNA_DAMAGE_BYPASS"	"10/361"	"45/7434"	0.222222222222222	4.57617728531856	5.43583545872113	4.46845951726366e-05	0.000927433332460641	0.000856254756047086	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/RAD18/POLE/POLE2/PCNA"	10	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER"	"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER"	"15/361"	"72/7434"	0.208333333333333	4.29016620498615	6.33752983934284	1.35109983998554e-06	5.04949651145954e-05	4.66195817235617e-05	"RFC2/RFC4/COPS8/ERCC4/RFC5/POLD2/GPS1/POLR2L/RFC3/COPS5/POLD1/POLE/POLE2/PCNA/UVSSA"	15	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_DUAL_INCISION_IN_TC_NER"	"REACTOME_DUAL_INCISION_IN_TC_NER"	"12/361"	"59/7434"	0.203389830508475	4.18836565096953	5.55452535473569	2.02266554561904e-05	0.000478383920905712	0.000441668951454635	"RFC2/RFC4/ERCC4/RFC5/POLD2/POLR2L/RFC3/POLD1/POLE/POLE2/PCNA/UVSSA"	12	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_BASE_EXCISION_REPAIR"	"REACTOME_BASE_EXCISION_REPAIR"	"10/361"	"50/7434"	0.2	4.1185595567867	4.99835432036942	0.000115797719453409	0.0023091427585121	0.00213192086176349	"RFC2/RFC4/RFC5/POLD2/RFC3/POLD1/POLE/POLE2/PCNA/NEIL3"	10	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_HOMOLOGY_DIRECTED_REPAIR"	"REACTOME_HOMOLOGY_DIRECTED_REPAIR"	"20/361"	"101/7434"	0.198019801980198	4.07778173939278	7.03544385103987	5.65667383737207e-08	3.59552330787962e-06	3.31957438351045e-06	"RFC2/FIRRM/RFC4/ERCC4/RFC5/POLD2/WRN/TIMELESS/RAD9A/RFC3/POLD1/XRCC2/POLE/POLE2/HUS1/PCNA/RAD51C/XRCC3/RAD51B/RAD51D"	20	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_TELOMERE_MAINTENANCE"	"REACTOME_TELOMERE_MAINTENANCE"	"13/361"	"68/7434"	0.191176470588235	3.93685839986964	5.49611036477124	1.85496199119216e-05	0.000449165796438672	0.000414693257178798	"RFC2/RFC4/RFC5/POLD2/DSCC1/WRN/POLR2L/CHTF18/RFC3/POLD1/PRIM1/CHTF8/PCNA"	13	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER"	"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER"	"14/361"	"80/7434"	0.175	3.60373961218837	5.2894993652591	2.5475285224388e-05	0.000588826478936423	0.000543635273209428	"RFC2/MCRS1/RFC4/COPS8/ERCC4/RFC5/POLD2/GPS1/RFC3/COPS5/POLD1/POLE/POLE2/PCNA"	14	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR"	"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR"	"21/361"	"130/7434"	0.161538461538462	3.32652887278926	6.04551883836444	9.73202828215749e-07	3.80672029344391e-05	3.51456244035809e-05	"RFC2/FIRRM/RFC4/ERCC4/RFC5/POLD2/WRN/TIMELESS/RAD9A/RFC3/POLD1/XRCC2/MAPK8/POLE/POLE2/HUS1/PCNA/RAD51C/XRCC3/RAD51B/RAD51D"	21	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_CHROMOSOME_MAINTENANCE"	"REACTOME_CHROMOSOME_MAINTENANCE"	"15/361"	"94/7434"	0.159574468085106	3.28608475275535	5.03897335900264	4.08958211345634e-05	0.000866480210288562	0.000799979659035758	"RFC2/RFC4/CENPP/RFC5/POLD2/CENPQ/DSCC1/WRN/POLR2L/CHTF18/RFC3/POLD1/PRIM1/CHTF8/PCNA"	15	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR"	"REACTOME_NUCLEOTIDE_EXCISION_REPAIR"	"16/361"	"103/7434"	0.155339805825243	3.19888120915472	5.07659606592958	3.20309369833169e-05	0.000708162237218115	0.000653812260620565	"RFC2/MCRS1/RFC4/COPS8/ERCC4/RFC5/POLD2/GPS1/POLR2L/RFC3/COPS5/POLD1/POLE/POLE2/PCNA/UVSSA"	16	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_DNA_REPAIR"	"REACTOME_DNA_REPAIR"	"31/361"	"276/7434"	0.11231884057971	2.31295917138384	5.02161893825475	9.52675373006566e-06	0.000245298215216114	0.000226472088156884	"RFC2/FANCI/MCRS1/FIRRM/RFC4/COPS8/ERCC4/RFC5/POLD2/GPS1/WRN/TIMELESS/POLR2L/RAD9A/RFC3/COPS5/ALKBH2/POLD1/XRCC2/MAPK8/RAD18/POLE/POLE2/HUS1/PCNA/UVSSA/RAD51C/XRCC3/RAD51B/NEIL3/RAD51D"	31	2	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE"	"REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE"	"12/361"	"40/7434"	0.3	6.17783933518005	7.41775835328206	2.33218379244555e-07	1.09988286546817e-05	1.01546914661037e-05	"RFC2/RFC4/RFC5/WRN/RAD9A/RFC3/XRCC2/HUS1/RAD51C/XRCC3/RAD51B/RAD51D"	12	3	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_DISEASES_OF_DNA_REPAIR"	"REACTOME_DISEASES_OF_DNA_REPAIR"	"12/361"	"48/7434"	0.25	5.14819944598338	6.51342526622341	2.04321523516659e-06	6.70306417472393e-05	6.1886179618628e-05	"RFC2/RFC4/RFC5/WRN/RAD9A/RFC3/XRCC2/HUS1/RAD51C/RAD51B/NEIL3/RAD51D"	12	3	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS"	"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS"	"8/361"	"35/7434"	0.228571428571429	4.70692520775623	4.96586799168343	0.000212141972032778	0.00399534047328398	0.00368870641429313	"RFC2/RFC4/ORC4/RFC5/RAD9A/RFC3/HUS1/CDC45"	8	3	"SLX4IP_FORALL_093"	"NMF3"	"high"
"REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE"	"REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE"	"9/58"	"16/7434"	0.5625	72.0969827586207	25.2437201140507	6.14441195580967e-16	1.20382932528871e-13	9.63200084356411e-14	"EXOSC8/EXOSC5/EXOSC1/EXOSC2/EXOSC6/EXOSC9/EXOSC7/EXOSC4/EXOSC3"	9	1	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA"	"REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA"	"9/58"	"17/7434"	0.529411764705882	67.8559837728195	24.4701264785042	1.29792919168594e-15	1.20382932528871e-13	9.63200084356411e-14	"EXOSC8/EXOSC5/EXOSC1/EXOSC2/EXOSC6/EXOSC9/EXOSC7/EXOSC4/EXOSC3"	9	1	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA"	"REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA"	"9/58"	"17/7434"	0.529411764705882	67.8559837728195	24.4701264785042	1.29792919168594e-15	1.20382932528871e-13	9.63200084356411e-14	"EXOSC8/EXOSC5/EXOSC1/EXOSC2/EXOSC6/EXOSC9/EXOSC7/EXOSC4/EXOSC3"	9	1	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA"	"REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA"	"9/58"	"17/7434"	0.529411764705882	67.8559837728195	24.4701264785042	1.29792919168594e-15	1.20382932528871e-13	9.63200084356411e-14	"EXOSC8/EXOSC5/EXOSC1/EXOSC2/EXOSC6/EXOSC9/EXOSC7/EXOSC4/EXOSC3"	9	1	"ERCC4_FORALL_130"	"NMF3"	"high"
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS"	"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS"	"9/58"	"24/7434"	0.375	48.0646551724138	20.4775034194701	6.69555814668264e-14	4.14008678736543e-12	3.31253929362194e-12	"EXOSC8/EXOSC5/EXOSC1/EXOSC2/EXOSC6/EXOSC9/EXOSC7/EXOSC4/EXOSC3"	9	1	"ERCC4_FORALL_130"	"NMF3"	"high"
