"SymbolA"	"SymbolB"
"117974"	"SUPT5H"	"PIGF"
"117975"	"PIGF"	"PARN"
"117976"	"WDR89"	"PIGF"
"117977"	"SUPT6H"	"PIGF"
"117978"	"PIGF"	"ANKRD13D"
"117979"	"PIGF"	"HDAC6"
"117980"	"SETD2"	"PIGF"
"117981"	"SNX18"	"PIGF"
"117982"	"PIGF"	"CCNL2"
"117983"	"PIGF"	"GOLM1"
"117984"	"UBE3A"	"PIGF"
"117985"	"TOMM5"	"PLEKHG7"
"117986"	"PNLIPRP2"	"PLEKHG7"
"117987"	"PRR22"	"DDI1"
"117988"	"PRR22"	"FAM50B"
"117989"	"RBM28"	"PTPRB"
"117990"	"PTPRB"	"FTSJ3"
"117991"	"PTPRB"	"DDX21"
"117992"	"PTPRB"	"GLYR1"
"117993"	"PTPRB"	"HP1BP3"
"117994"	"PTPRB"	"DDX31"
"117995"	"RPL26L1"	"PTPRB"
"117996"	"RRP8"	"PTPRB"
"117997"	"PTPRB"	"LGALS1"
"117998"	"RBM34"	"PTPRB"
"117999"	"PTPRB"	"NOC3L"
"118000"	"PTPRB"	"BRIX1"
"118001"	"PTPRS"	"PTPRB"
"118002"	"RAMP1"	"FYCO1"
"118003"	"WDHD1"	"RAMP1"
"118004"	"RAMP1"	"MTMR4"
"118005"	"RAMP1"	"PACSIN2"
"118006"	"RAMP1"	"AKAP9"
"118007"	"RAMP1"	"NES"
"118008"	"RAMP1"	"LOC100134230"
"118009"	"SNX9"	"RAMP1"
"118010"	"RAMP1"	"GOLPH3"
"118011"	"RAMP1"	"PHKB"
"118012"	"RAMP1"	"AGGF1"
"118013"	"RAMP1"	"DNAJB9"
"118014"	"SUPT5H"	"RAMP1"
"118015"	"RAMP1"	"MANBA"
"118016"	"RAMP1"	"ANKRD28"
"118017"	"RPAP2"	"RAMP1"
"118018"	"ZBTB10"	"RAMP1"
"118019"	"RAMP1"	"HDAC6"
"118020"	"RAMP1"	"BIRC6"
"118021"	"SETD2"	"RAMP1"
"118022"	"SNX18"	"RAMP1"
"118023"	"RAMP1"	"PEX5"
"118024"	"RAMP1"	"GRINL1A"
"118025"	"RAMP1"	"ITPKC"
"118026"	"RAMP1"	"CSPG4"
"118027"	"RAMP1"	"NID2"
"118028"	"SEPT4"	"SEPT2"
"118029"	"SEPT5"	"SEPT2"
"118030"	"SEPT8"	"SEPT2"
"118031"	"SEPT9"	"SEPT2"
"118032"	"SEPT2"	"AIPL1"
"118033"	"TANK"	"SEPT2"
"118034"	"SERPINI2"	"PDIA5"
"118035"	"SNIP1"	"SERPINI2"
"118036"	"SERPINI2"	"LEPR"
"118037"	"TANK"	"PLK1"
"118038"	"TANK"	"BIRC2"
"118039"	"TRAF3"	"TANK"
"118040"	"TBK1"	"TANK"
"118041"	"TANK"	"IKBKE"
"118042"	"TANK"	"FAM172A"
"118043"	"TRAF5"	"TANK"
"118044"	"TANK"	"FBXO38"
"118045"	"TNIP2"	"TANK"
"118046"	"TPRG1L"	"CCT2"
"118047"	"TPRG1L"	"ANKRD40"
"118048"	"VDR"	"USP4"
"118049"	"VDR"	"AKAP9"
"118050"	"VDR"	"PACSIN2"
"118051"	"VDR"	"LOC100134230"
"118052"	"VDR"	"TPP2"
"118053"	"VDR"	"C1orf85"
"118054"	"VDR"	"PLXDC2"
"118055"	"VDR"	"KLHDC3"
"118056"	"VDR"	"SIRT5"
"118057"	"VDR"	"ATP6V1G2"
"118058"	"VDR"	"UCKL1"
"118059"	"VDR"	"SETD2"
"118060"	"VDR"	"SNX18"
"118061"	"XRCC6BP1"	"PEAK1"
"118062"	"XRCC6BP1"	"JMJD4"
"118063"	"XRCC6BP1"	"RFWD2"
"118064"	"XRCC6BP1"	"DET1"
"118065"	"UBR5"	"C1orf115"
"118066"	"PRMT5"	"C1orf115"
"118067"	"UBR4"	"C1orf115"
"118068"	"NCS1"	"C1orf115"
"118069"	"IPO7"	"C1orf115"
"118070"	"SMYD2"	"C1orf115"
"118071"	"LRRC1"	"C1orf115"
"118072"	"FAT3"	"C1orf115"
"118073"	"WDR77"	"C1orf115"
"118074"	"TUBA4A"	"C1orf115"
"118075"	"C1orf115"	"ANKS3"
"118076"	"TOP2A"	"C1orf115"
"118077"	"C1orf115"	"C17orf79"
"118078"	"FBXO11"	"C1orf115"
"118079"	"KCMF1"	"C1orf115"
"118080"	"TUBB3"	"C1orf115"
"118081"	"TUBB8"	"C1orf115"
"118082"	"CLNS1A"	"C1orf115"
"118083"	"RIOK1"	"C1orf115"
"118084"	"MKS1"	"C1orf115"
"118085"	"CBWD7"	"CBWD2"
"118086"	"IQGAP2"	"CBWD2"
"118087"	"TCERG1"	"CBWD2"
"118088"	"RPL23"	"CBWD2"
"118089"	"UFSP2"	"CBWD2"
"118090"	"EFHA1"	"CBWD2"
"118091"	"PEAK1"	"CBWD2"
"118092"	"NEK4"	"CBWD2"
"118093"	"METAP1"	"CBWD2"
"118094"	"RAD17"	"CBWD2"
"118095"	"NME4"	"CBWD2"
"118096"	"CBWD2"	"AGAP1"
"118097"	"ZNF518A"	"CBWD2"
"118098"	"MUM1"	"CBWD2"
"118099"	"CBWD2"	"C15orf39"
"118100"	"RIPK4"	"CBWD2"
"118101"	"TRIO"	"CECR1"
"118102"	"DCTPP1"	"CECR1"
"118103"	"NCS1"	"CEP89"
"118104"	"KCTD18"	"CEP89"
"118105"	"TOP1MT"	"CEP89"
"118106"	"MLLT3"	"CEP89"
"118107"	"MLLT1"	"CEP89"
"118108"	"RAP1GDS1"	"CEP89"
"118109"	"CEP89"	"CALCOCO2"
"118110"	"LSR"	"CHST5"
"118111"	"CHST5"	"CANX"
"118112"	"CHST5"	"C1QBP"
"118113"	"CHST5"	"ALG9"
"118114"	"DIEXF"	"CHST5"
"118115"	"CHST5"	"CCPG1"
"118116"	"ZZEF1"	"CHST5"
"118117"	"CWC22"	"CHST5"
"118118"	"DNAJB9"	"CHST5"
"118119"	"NAF1"	"CHST5"
"118120"	"SEPN1"	"CHST5"
"118121"	"WDTC1"	"CHST5"
"118122"	"RRP1"	"CHST5"
"118123"	"TMX3"	"CHST5"
"118124"	"TOR3A"	"CHST5"
"118125"	"CHST5"	"C14orf21"
"118126"	"CHST6"	"CHST5"
"118127"	"CSGALNACT2"	"CHST5"
"118128"	"CHST5"	"C1QL1"
"118129"	"SETD1A"	"CHST5"
"118130"	"CHST5"	"ANK2"
"118131"	"SEC62"	"CHST5"
"118132"	"FKBP14"	"CHST5"
"118133"	"FAM69A"	"CHST5"
"118134"	"DPY19L1"	"CHST5"
"118135"	"TMX4"	"CHST5"
"118136"	"HAPLN3"	"CHST5"
"118137"	"FUT8"	"CHST5"
"118138"	"CXXC1"	"CHST5"
"118139"	"TMEM18"	"CHST5"
"118140"	"CHST5"	"ALG12"
"118141"	"TPPP"	"CHST5"
"118142"	"MTMR4"	"COQ3"
"118143"	"PRKAR2B"	"COQ3"
"118144"	"PACSIN2"	"COQ3"
"118145"	"NES"	"COQ3"
"118146"	"YTHDF1"	"COQ3"
"118147"	"COQ3"	"AKAP9"
"118148"	"PMPCB"	"COQ3"
"118149"	"COQ3"	"ANKRD52"
"118150"	"UNC13B"	"COQ3"
"118151"	"COQ3"	"APC"
"118152"	"PDE4DIP"	"COQ3"
"118153"	"HDAC6"	"COQ3"
"118154"	"SETD2"	"COQ3"
"118155"	"TARSL2"	"COQ3"
"118156"	"COQ3"	"AARS2"
"118157"	"LARS2"	"COQ3"
"118158"	"FDXR"	"COQ3"
"118159"	"ITPKC"	"COQ3"
"118160"	"COQ3"	"AGGF1"
"118161"	"FUK"	"COQ3"
"118162"	"LPP"	"COQ3"
"118163"	"ARHGEF4"	"ANKRD13A"
"118164"	"HAUS1"	"ANKRD13A"
"118165"	"EXPH5"	"ANKRD13A"
"118166"	"HAUS4"	"ANKRD13A"
"118167"	"HAUS3"	"ANKRD13A"
"118168"	"HAUS8"	"ANKRD13A"
"118169"	"PPIP5K1"	"ANKRD13A"
"118170"	"HLA-DPB1"	"ANKRD13A"
"118171"	"MLF1"	"ANKRD13A"
"118172"	"TCP11L1"	"ANKRD13A"
"118173"	"PDRG1"	"ANKRD13A"
"118174"	"MARCH7"	"ANKRD13A"
"118175"	"MTR"	"ANKRD13A"
"118176"	"STMN2"	"ANKRD13A"
"118178"	"WDR59"	"ANKRD13A"
"118179"	"HAUS6"	"ANKRD13A"
"118180"	"RNF219"	"ANKRD13A"
"118181"	"SPECC1L"	"FAM133A"
"118182"	"LRRFIP2"	"FAM133A"
"118183"	"RFX2"	"FAM133A"
"118184"	"RFX1"	"FAM133A"
"118185"	"MMAB"	"FAM133A"
"118186"	"TJP1"	"FAM133A"
"118187"	"USP7"	"FAM133A"
"118188"	"IMPACT"	"FAM133A"
"118189"	"MAPK1"	"FAM133A"
"118190"	"MAPK3"	"FAM133A"
"118191"	"FAM133A"	"DNM1L"
"118192"	"HBS1L"	"FAM133A"
"118194"	"FAM133A"	"DBT"
"118195"	"PBK"	"FAM133A"
"118196"	"TPP2"	"FAM133A"
"118197"	"FAM133A"	"ACOX3"
"118198"	"NT5C2"	"FAM133A"
"118199"	"TRAF2"	"FAM133A"
"118202"	"FAM133A"	"DBN1"
"118203"	"HECTD1"	"FAM133A"
"118204"	"FAM133A"	"ACTR3B"
"118206"	"FTSJD2"	"FAM133A"
"118207"	"UBE3A"	"FAM133A"
"118208"	"PPP2CA"	"FAM133A"
"118210"	"LANCL2"	"FAM133A"
"118211"	"FAM133A"	"CSNK2B"
"118212"	"PRPF40A"	"FAM133A"
"118213"	"FAM133A"	"DNPEP"
"118214"	"FAM133A"	"FAM120B"
"118215"	"FAM133A"	"ADSL"
"118216"	"KCTD10"	"FAM133A"
"118217"	"WDR8"	"FAM133A"
"118218"	"FAM133A"	"DIS3"
"118219"	"PPIL4"	"FAM133A"
"118220"	"FAM133A"	"DHPS"
"118221"	"PNN"	"FAM133A"
"118222"	"FAM133A"	"C20orf27"
"118223"	"FAM133A"	"APPL1"
"118224"	"HSDL2"	"FAM133A"
"118225"	"PRKCA"	"FAM133A"
"118226"	"NAA35"	"FAM133A"
"118227"	"SMEK1"	"FAM133A"
"118228"	"FAM133A"	"CASK"
"118229"	"TP53"	"FAM133A"
"118230"	"FAM133A"	"AFF4"
"118231"	"GFER"	"FAM133A"
"118232"	"FAM133A"	"ATPIF1"
"118233"	"SLC9A3R2"	"FAM133A"
"118234"	"KCTD9"	"FAM133A"
"118235"	"HDDC3"	"FAM133A"
"118236"	"SBDS"	"FCER1A"
"118237"	"SCNN1A"	"FCER1A"
"118238"	"FCER1A"	"C9orf167"
"118239"	"PKLR"	"FCER1A"
"118240"	"LOC100509457"	"FCER1A"
"118241"	"GPX8"	"FCER1A"
"118242"	"PRSS2"	"FCER1A"
"118243"	"FCER1A"	"ANKLE2"
"118244"	"FCER1A"	"DCAKD"
"118245"	"PCNXL3"	"FCER1A"
"118246"	"FTSJ2"	"CPS1"
"118248"	"PCCA"	"FTSJ2"
"118249"	"FTSJ2"	"AARS2"
"118250"	"FTSJ2"	"CNP"
"118251"	"YARS2"	"FTSJ2"
"118252"	"NDUFAF1"	"FTSJ2"
"118254"	"FTSJ2"	"CRAT"
"118255"	"PNPT1"	"FTSJ2"
"118256"	"FTSJ2"	"ARMC8"
"118257"	"NDUFA2"	"FTSJ2"
"118258"	"MTERFD1"	"FTSJ2"
"118259"	"PUS1"	"FTSJ2"
"118260"	"POLDIP2"	"FTSJ2"
"118262"	"FTSJ2"	"CLPX"
"118265"	"PCCB"	"FTSJ2"
"118266"	"FTSJ2"	"CDK5RAP1"
"118267"	"KIAA0564"	"FTSJ2"
"118268"	"GLS"	"FTSJ2"
"118272"	"FTSJ2"	"ATPAF1"
"118273"	"FTSJ2"	"DARS2"
"118274"	"FTSJ2"	"FECH"
"118277"	"METTL17"	"FTSJ2"
"118278"	"FTSJ2"	"ACSF3"
"118279"	"FTSJ2"	"C20orf11"
"118280"	"MRPL16"	"FTSJ2"
"118281"	"FTSJ2"	"ACSF2"
"118282"	"TSFM"	"FTSJ2"
"118284"	"MCCC1"	"FTSJ2"
"118285"	"NDUFA10"	"FTSJ2"
"118286"	"MRRF"	"FTSJ2"
"118288"	"PTCD1"	"FTSJ2"
"118289"	"PET112L"	"FTSJ2"
"118290"	"FTSJ2"	"C20orf72"
"118291"	"FTSJ2"	"BCKDK"
"118292"	"FTSJ2"	"ALDH4A1"
"118293"	"TMLHE"	"FTSJ2"
"118294"	"LARS2"	"FTSJ2"
"118295"	"PDIA5"	"FUBP3"
"118296"	"MBL2"	"FUBP3"
"118297"	"PRSS2"	"FUBP3"
"118298"	"TGIF2LX"	"FUBP3"
"118299"	"KLK7"	"GALNT9"
"118300"	"GALNT9"	"CST6"
"118301"	"SERPINB7"	"GALNT9"
"118302"	"GALNT9"	"ESRP2"
"118303"	"HAL"	"GALNT9"
"118304"	"SBSN"	"GALNT9"
"118305"	"GALNT9"	"AZGP1"
"118306"	"GALNT9"	"CASP14"
"118307"	"TGM1"	"GALNT9"
"118308"	"GALNT9"	"CTSL2"
"118309"	"GALNT9"	"CEP97"
"118310"	"GALNT9"	"ARG1"
"118311"	"SERPINA12"	"GALNT9"
"118312"	"TPK1"	"GALNT9"
"118313"	"TGM3"	"GALNT9"
"118314"	"RNASE7"	"GALNT9"
"118315"	"MBL2"	"GALNT9"
"118316"	"GALNT9"	"CBWD1"
"118317"	"RNF219"	"GALNT9"
"118318"	"GALNT9"	"FLG"
"118319"	"GALNT9"	"CPA4"
"118320"	"SDR9C7"	"GALNT9"
"118321"	"GALNT9"	"ALOX12B"
"118322"	"IQGAP3"	"GALNT9"
"118323"	"IL1F7"	"GALNT9"
"118324"	"GALNT9"	"CDSN"
"118325"	"GALNT9"	"ANAPC5"
"118326"	"PRIM1"	"GALNT9"
"118327"	"GALNT9"	"CHTF18"
"118328"	"NAB2"	"GALNT9"
"118329"	"RNF31"	"GALNT9"
"118330"	"GALNT9"	"ALOXE3"
"118331"	"RGL3"	"GALNT9"
"118332"	"GALNT9"	"COASY"
"118333"	"VPS33A"	"GALNT9"
"118334"	"MEX3D"	"GALNT9"
"118335"	"TUSC2"	"GALNT9"
"118336"	"IQSEC1"	"GALNT9"
"118337"	"HSPC159"	"GALNT9"
"118338"	"KPRP"	"GALNT9"
"118339"	"MYCBP2"	"IGFBP4"
"118340"	"MEGF8"	"IGFBP4"
"118341"	"NISCH"	"IGFBP4"
"118342"	"LEPREL2"	"IGFBP4"
"118343"	"SPRYD3"	"IGFBP4"
"118344"	"VWDE"	"IGFBP4"
"118345"	"UBR2"	"IGFBP4"
"118347"	"IGFBP4"	"IGF2"
"118348"	"KLHL22"	"IGFBP4"
"118349"	"IGFBP4"	"FBXO45"
"118350"	"KLHL13"	"IGFBP4"
"118351"	"KLHL9"	"IGFBP4"
"118352"	"IGFBP4"	"BMP1"
"118353"	"KLHL26"	"IGFBP4"
"118354"	"IL17RA"	"IGFBP4"
"118355"	"NOTCH2"	"IGFBP4"
"118356"	"NOTCH1"	"IGFBP4"
"118358"	"PKLR"	"ISX"
"118359"	"ISX"	"C16orf61"
"118360"	"ISX"	"GAPDHS"
"118361"	"MOCS3"	"ISX"
"118362"	"TPK1"	"ISX"
"118363"	"PRTN3"	"ISX"
"118364"	"TTC27"	"KLK15"
"118365"	"KLK15"	"BMP1"
"118366"	"LAMB2"	"KLK15"
"118367"	"MBOAT7"	"KLK15"
"118368"	"TOR1AIP2"	"KLK15"
"118369"	"MST1R"	"KLK15"
"118370"	"KLK15"	"CELSR1"
"118371"	"STK39"	"KLK15"
"118372"	"OXSR1"	"KLK15"
"118373"	"RCN2"	"KLK15"
"118374"	"SEL1L3"	"KLK15"
"118375"	"PCSK6"	"KLK15"
"118376"	"SCPEP1"	"KLK15"
"118377"	"PAM"	"KLK15"
"118378"	"KLK15"	"CHID1"
"118379"	"NOMO1"	"KLK15"
"118380"	"KLK15"	"GALNS"
"118381"	"LRP6"	"KLK15"
"118382"	"LRP5"	"KLK15"
"118383"	"TTI1"	"KLK15"
"118384"	"TOR3A"	"KLK15"
"118385"	"KLK15"	"EDEM3"
"118386"	"STIM1"	"KLK15"
"118387"	"KLK15"	"CLPTM1"
"118388"	"KLK15"	"CLSTN1"
"118389"	"KLK15"	"KDELR2"
"118390"	"SPINT1"	"KLK15"
"118391"	"TUBA1A"	"KLK15"
"118392"	"TUBA1C"	"KLK15"
"118393"	"LOXL2"	"KLK15"
"118394"	"KLK15"	"ITGB5"
"118395"	"KLK15"	"ADAM9"
"118396"	"PEX3"	"KLK15"
"118397"	"SUN2"	"KLK15"
"118398"	"KLK15"	"CCZ1"
"118399"	"TTC17"	"KLK15"
"118400"	"KLK15"	"HEATR2"
"118401"	"KLK15"	"CHRNA5"
"118402"	"SCARA3"	"KLK15"
"118403"	"PBXIP1"	"KLK15"
"118404"	"MFI2"	"KLK15"
"118405"	"SLC39A6"	"KLK15"
"118406"	"ST14"	"KLK15"
"118407"	"TM9SF4"	"KLK15"
"118408"	"NAGLU"	"KLK15"
"118409"	"KLK15"	"GUSB"
"118410"	"PLXNA1"	"KLK15"
"118411"	"PIGT"	"KLK15"
"118412"	"KLK15"	"ABHD3"
"118413"	"KLK15"	"EXT2"
"118414"	"KLK15"	"APLP2"
"118415"	"PON2"	"KLK15"
"118416"	"RHOBTB3"	"KLK15"
"118417"	"KLK15"	"ANKLE2"
"118418"	"KLK15"	"FUT11"
"118419"	"PIGK"	"KLK15"
"118420"	"KLK15"	"FANCA"
"118421"	"NXPH4"	"KLK15"
"118422"	"PRF1"	"KLK15"
"118423"	"KLK15"	"INTS3"
"118424"	"KLK15"	"GLB1L2"
"118425"	"KLK15"	"FKBP8"
"118426"	"KLK15"	"APAF1"
"118427"	"KLK15"	"ACCN2"
"118428"	"RPTOR"	"KLK15"
"118429"	"TXNDC11"	"KLK15"
"118430"	"KLK15"	"HS6ST2"
"118431"	"VWDE"	"KLK15"
"118432"	"TMEM131"	"KLK15"
"118433"	"KLK15"	"KDELC1"
"118434"	"MOCS3"	"KLK15"
"118435"	"NAGA"	"KLK15"
"118436"	"SGK196"	"KLK15"
"118437"	"PASK"	"KLK15"
"118438"	"KLK15"	"ADAM21"
"118439"	"KLK15"	"DSC2"
"118440"	"TMED5"	"KLK15"
"118441"	"KLK15"	"ABCF3"
"118442"	"KLK15"	"IL17RA"
"118443"	"PRSS8"	"KLK15"
"118444"	"KLK15"	"ADAM19"
"118445"	"UGT8"	"KLK15"
"118446"	"KLK15"	"ABHD12"
"118447"	"KLK15"	"CERCAM"
"118448"	"KLK15"	"DHFR"
"118449"	"KLK15"	"EDEM2"
"118450"	"KLK15"	"ATAD1"
"118451"	"KLK15"	"CHST12"
"118452"	"MAP2K3"	"KLK15"
"118453"	"KLK15"	"COX11"
"118454"	"TAPBP"	"KLK15"
"118455"	"KLK15"	"FOXRED2"
"118456"	"MAPRE2"	"KLK15"
"118457"	"SPNS1"	"KLK15"
"118458"	"MAN2A2"	"KLK15"
"118459"	"KLK15"	"CELSR2"
"118460"	"KLK15"	"C19orf21"
"118461"	"SEMA6B"	"KLK15"
"118462"	"SUN1"	"KLK15"
"118463"	"KLK15"	"CCDC109A"
"118464"	"SUMF1"	"KLK15"
"118465"	"NAAA"	"KLK15"
"118466"	"KLK15"	"JMJD8"
"118467"	"KLK15"	"KIAA0776"
"118468"	"KLK15"	"ADCK4"
"118469"	"MYO19"	"KLK15"
"118470"	"KLK15"	"CLSTN3"
"118471"	"KLK15"	"ANTXR1"
"118472"	"SEPN1"	"KLK15"
"118473"	"KLK15"	"BRAT1"
"118474"	"KLK15"	"GLT8D1"
"118475"	"KLK15"	"ENTPD2"
"118476"	"KLK15"	"CLN6"
"118477"	"KLK15"	"BMP8B"
"118478"	"KREMEN2"	"KLK15"
"118479"	"KLK15"	"JAG2"
"118480"	"KLK15"	"FAM132B"
"118481"	"MAN2B2"	"KLK15"
"118482"	"PPM1F"	"KLK15"
"118483"	"KLK15"	"ADPGK"
"118484"	"TMEM132A"	"KLK15"
"118485"	"KLK15"	"GPR56"
"118486"	"SNX3"	"KLK15"
"118487"	"THBS1"	"KLK15"
"118488"	"PKMYT1"	"KLK15"
"118489"	"KLK15"	"AES"
"118490"	"KLK15"	"AGPAT1"
"118491"	"UXS1"	"KLK15"
"118492"	"KLK15"	"ITFG3"
"118493"	"KLK15"	"HYAL2"
"118494"	"BTLA"	"BMP1"
"118495"	"HSPA5"	"BTLA"
"118496"	"LAMB2"	"BTLA"
"118497"	"TRMT2A"	"BTLA"
"118498"	"LOC100288413"	"BTLA"
"118499"	"DDX19B"	"BTLA"
"118500"	"COL6A2"	"BTLA"
"118501"	"BTLA"	"ARSK"
"118502"	"THBS1"	"BTLA"
"118503"	"CBWD1"	"BTLA"
"118504"	"FGFR4"	"BTLA"
"118505"	"LAMB3"	"BTLA"
"118506"	"MOCS3"	"BTLA"
"118507"	"BTLA"	"ABCF3"
"118508"	"DHFR"	"BTLA"
"118509"	"RPP30"	"BTLA"
"118510"	"CTBS"	"BTLA"
"118511"	"OAF"	"BTLA"
"118512"	"PCSK6"	"BTLA"
"118513"	"BTLA"	"BMP8B"
"118514"	"IL17RA"	"BTLA"
"118515"	"METRNL"	"BTLA"
"118516"	"LRRC1"	"LOC441493"
"118517"	"RNF126"	"LOC441493"
"118518"	"SBDS"	"LOC441493"
"118519"	"MBL2"	"LOC441493"
"118520"	"TPK1"	"LOC441493"
"118522"	"PRTN3"	"LOC441493"
"118523"	"LRRC3B"	"IMPACT"
"118524"	"PKLR"	"LRRC3B"
"118525"	"LRRC3B"	"C1orf27"
"118526"	"LRRC3B"	"DNPEP"
"118527"	"LRRC3B"	"ANKRD13A"
"118528"	"UBE2S"	"LRRC3B"
"118529"	"PSMA2"	"MBL2"
"118530"	"PSMA3"	"MBL2"
"118531"	"PSMB1"	"MBL2"
"118532"	"PSMA6"	"MBL2"
"118533"	"PSMB2"	"MBL2"
"118534"	"PSMA1"	"MBL2"
"118535"	"TGIF2LX"	"MBL2"
"118536"	"PSMB7"	"MBL2"
"118538"	"PSMB4"	"MBL2"
"118539"	"PSME4"	"MBL2"
"118540"	"MBL2"	"FBXO11"
"118541"	"PSMB3"	"MBL2"
"118542"	"TLL2"	"MFAP4"
"118543"	"MFAP4"	"BMP1"
"118544"	"MFAP4"	"DNAJC3"
"118545"	"MFAP4"	"MAN2B2"
"118546"	"UGGT2"	"MFAP4"
"118547"	"MFAP4"	"KDELC1"
"118548"	"MFAP4"	"CHID1"
"118549"	"MFAP4"	"LAMB2"
"118550"	"MFAP4"	"MBTPS1"
"118551"	"MFAP4"	"GALNS"
"118552"	"MFAP4"	"LEPREL4"
"118553"	"P4HB"	"MFAP4"
"118554"	"MFAP4"	"EDEM3"
"118555"	"MFAP4"	"ART5"
"118556"	"TTC13"	"MFAP4"
"118557"	"MFAP4"	"LAMA5"
"118558"	"MFAP4"	"FOXRED2"
"118559"	"MFAP4"	"C3orf39"
"118561"	"MFAP4"	"DDX28"
"118562"	"MFAP4"	"LOXL2"
"118567"	"MFAP4"	"COL18A1"
"118568"	"SUN2"	"MFAP4"
"118569"	"MFAP4"	"CRLF1"
"118570"	"TTC17"	"MFAP4"
"118571"	"MFAP4"	"CHRD"
"118572"	"TOR1B"	"MFAP4"
"118573"	"MFAP4"	"FGFR3"
"118574"	"MFAP4"	"LAMB3"
"118575"	"MFAP4"	"LEPREL2"
"118576"	"PBXIP1"	"MFAP4"
"118577"	"TMEM131"	"MFAP4"
"118578"	"PLAU"	"MFAP4"
"118579"	"MFAP4"	"CHPF2"
"118580"	"MFAP4"	"GALNTL4"
"118581"	"NAGLU"	"MFAP4"
"118582"	"PLXNA2"	"MFAP4"
"118583"	"PLXNA3"	"MFAP4"
"118584"	"PLXNA1"	"MFAP4"
"118585"	"MFAP4"	"ADAMTS7"
"118586"	"RPS4Y2"	"MFAP4"
"118587"	"NXPH4"	"MFAP4"
"118588"	"PRF1"	"MFAP4"
"118589"	"MFAP4"	"FUT11"
"118590"	"MFAP4"	"GPX8"
"118591"	"MFAP4"	"GUSB"
"118592"	"THBS1"	"MFAP4"
"118593"	"PTPRU"	"MFAP4"
"118594"	"NOMO1"	"MFAP4"
"118595"	"SEMA3B"	"MFAP4"
"118596"	"THSD4"	"MFAP4"
"118597"	"UGT8"	"MFAP4"
"118598"	"MFAP4"	"KIAA1199"
"118599"	"MFAP4"	"CERCAM"
"118600"	"MGAT5"	"MFAP4"
"118601"	"MFAP4"	"LRIG2"
"118602"	"QSOX1"	"MFAP4"
"118603"	"MFAP4"	"CSPG4"
"118606"	"MFAP4"	"ARSK"
"118607"	"POGLUT1"	"MFAP4"
"118608"	"MFAP4"	"ADAM19"
"118609"	"MFAP4"	"KDELC2"
"118610"	"UXS1"	"MFAP4"
"118611"	"SCARA3"	"MFAP4"
"118612"	"OLFM2"	"MFAP4"
"118613"	"MFAP4"	"HPSE"
"118614"	"NPTXR"	"MFAP4"
"118615"	"MFAP4"	"MELK"
"118616"	"MFAP4"	"IL17RA"
"118617"	"MFAP4"	"MAN2A2"
"118618"	"OAF"	"MFAP4"
"118619"	"MFAP4"	"ARSB"
"118620"	"NAAA"	"MFAP4"
"118621"	"MFAP4"	"HS6ST2"
"118622"	"MFAP4"	"CHST14"
"118623"	"MFAP4"	"GPR56"
"118624"	"MFAP4"	"BDNF"
"118625"	"MFAP4"	"CHST12"
"118626"	"PCSK6"	"MFAP4"
"118627"	"SEMA3C"	"MFAP4"
"118628"	"MFAP4"	"IDUA"
"118629"	"SGSH"	"MFAP4"
"118630"	"MFAP4"	"BMP8B"
"118631"	"MFAP4"	"METRN"
"118632"	"SEMA6B"	"MFAP4"
"118633"	"TNFRSF6B"	"MFAP4"
"118634"	"TMEM132A"	"MFAP4"
"118635"	"MFAP4"	"CILP2"
"118636"	"MFAP4"	"LOXL1"
"118637"	"MFAP4"	"AGPAT1"
"118638"	"MFAP4"	"LRFN3"
"118639"	"MMP15"	"MFAP4"
"118640"	"MFAP4"	"FUT8"
"118641"	"MFAP4"	"CACNA2D2"
"118642"	"MFAP4"	"LRPAP1"
"118643"	"SEPN1"	"MFAP4"
"118644"	"MFAP4"	"METRNL"
"118645"	"MFAP4"	"HYAL2"
"118646"	"RAB11B"	"MMAB"
"118647"	"RAB11FIP1"	"MMAB"
"118649"	"PKLR"	"ODF3"
"118650"	"ODF3"	"MED18"
"118651"	"ODF3"	"MED20"
"118652"	"TPK1"	"PCGF3"
"118653"	"PCGF3"	"MBL2"
"118654"	"PKLR"	"PCGF3"
"118656"	"PDIA5"	"MBL2"
"118657"	"SDF2L1"	"PDIA5"
"118658"	"TGIF2LX"	"PDIA5"
"118660"	"PSMB4"	"PDIA5"
"118661"	"PDIA6"	"PDIA5"
"118662"	"PDIA5"	"ACAD11"
"118664"	"PI15"	"CHPF2"
"118665"	"PI15"	"BMP1"
"118666"	"PI15"	"LAMB2"
"118667"	"UGGT2"	"PI15"
"118668"	"PLXNA1"	"PI15"
"118669"	"PI15"	"GANAB"
"118670"	"PI15"	"CHID1"
"118671"	"PI15"	"EXT2"
"118672"	"PI15"	"LRP6"
"118673"	"PI15"	"LRP5"
"118674"	"PI15"	"EDEM3"
"118675"	"POGLUT1"	"PI15"
"118676"	"PI15"	"ARSK"
"118677"	"THSD4"	"PI15"
"118678"	"PI15"	"GALNS"
"118679"	"POM121C"	"PI15"
"118680"	"SORL1"	"PI15"
"118681"	"PI15"	"LEPREL4"
"118682"	"PI15"	"LDLR"
"118683"	"PI15"	"LOXL2"
"118685"	"PI15"	"LAMB3"
"118686"	"PI15"	"LAMC1"
"118687"	"PI15"	"FOXRED2"
"118688"	"PI15"	"PCSK9"
"118689"	"PI15"	"LEPREL2"
